,DayOfWeek,Date,Time,PdDistrict,Resolution,X,Y,Supervisor District,General Type,Distance,School Type,Sample num,Descript
64431,Friday,Spring,16,SOUTHERN,"ARREST, BOOKED",-122.41006578161101,37.774990679236296,6,IND,close,Primary School,91513,1
80975,Saturday,Fall,7,TENDERLOIN,"ARREST, BOOKED",-122.4163494281827,37.782556956307815,6,CDC,far,Pre-School,115231,1
68882,Thursday,Winter,11,BAYVIEW,"ARREST, BOOKED",-122.39069763068301,37.7347969947349,10,PS,far,Primary School,97741,1
75055,Thursday,Spring,10,TENDERLOIN,"ARREST, BOOKED",-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,106534,1
78945,Tuesday,Fall,8,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,112184,1
71831,Thursday,Spring,9,SOUTHERN,"ARREST, BOOKED",-122.410891754793,37.7809097652868,6,IND,close,Pre-School,101985,1
71750,Monday,Summer,16,TENDERLOIN,"ARREST, BOOKED",-122.41126513684999,37.782139268152214,6,PS,close,High School,101876,0
75111,Thursday,Spring,13,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,106617,4
68584,Wednesday,Spring,9,BAYVIEW,"ARREST, CITED",-122.387697223638,37.7611719792041,10,IND,very close,Primary School,97309,0
73764,Sunday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.406481972743,37.782731788488704,6,CC,far,College,104733,1
78016,Friday,Winter,20,SOUTHERN,"ARREST, BOOKED",-122.39205537075924,37.78676589327636,6,IND,very far,Primary School,110784,0
74820,Sunday,Fall,8,MISSION,"ARREST, BOOKED",-122.41747701285,37.764357751686,9,IND,far,Primary School,106209,1
72653,Friday,Summer,16,NORTHERN,NONE,-122.433407437639,37.7784228998869,5,CDC,close,Pre-School,103125,1
65586,Tuesday,Spring,22,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,93112,1
80911,Saturday,Spring,11,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,115133,1
66206,Friday,Spring,6,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,93987,1
71096,Tuesday,Winter,12,BAYVIEW,"ARREST, BOOKED",-122.40115332544501,37.7455266252261,10,IND,very far,Primary School,100933,0
79935,Tuesday,Winter,0,SOUTHERN,"ARREST, BOOKED",-122.40816295385729,37.780534538527796,6,IND,very far,Pre-School,113633,2
74801,Sunday,Fall,20,PARK,"ARREST, BOOKED",-122.431028702687,37.7658672394583,8,PS,far,Primary School,106182,1
73871,Sunday,Winter,14,NORTHERN,"ARREST, BOOKED",-122.417340533228,37.782379897047704,6,CDC,close,Pre-School,104890,1
72705,Friday,Summer,22,MISSION,"ARREST, BOOKED",-122.419445310678,37.76271343275221,9,CDC,far,Pre-School,103204,1
77169,Friday,Winter,18,NORTHERN,"ARREST, BOOKED",-122.418090766692,37.7861007451645,6,CDC,very far,Pre-School,109549,1
83017,Thursday,Fall,18,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,118376,1
77584,Saturday,Fall,20,NORTHERN,"ARREST, BOOKED",-122.43109805193701,37.779617141304,5,CDC,far,Pre-School,110173,0
74916,Friday,Fall,13,SOUTHERN,"ARREST, BOOKED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,106348,0
67946,Saturday,Fall,17,MISSION,"ARREST, BOOKED",-122.40951946514099,37.7656088991582,9,CDC,close,Pre-School,96422,2
69403,Sunday,Winter,15,INGLESIDE,"ARREST, CITED",-122.41182682148501,37.7346400809487,9,IND,far,Primary School,98486,0
83313,Monday,Spring,19,NORTHERN,"ARREST, BOOKED",-122.42166708607135,37.78284198481313,5,IND,close,High School,118841,1
74389,Wednesday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.414242955907,37.783724025447796,6,CDC,very close,Pre-School,105611,1
73833,Friday,Winter,12,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,104830,1
73741,Sunday,Winter,21,BAYVIEW,"ARREST, BOOKED",-122.37945356734,37.737223470027104,10,CDC,far,Pre-School,104696,1
80106,Tuesday,Spring,16,SOUTHERN,NONE,-122.4150648876664,37.77643540632464,6,CDC,far,Pre-School,113892,1
71873,Tuesday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,102050,1
72413,Sunday,Summer,19,MISSION,NONE,-122.41812008648998,37.7603012340397,9,CDC,close,Pre-School,102807,2
82796,Tuesday,Fall,13,TENDERLOIN,"ARREST, BOOKED",-122.41424295590728,37.78372402544785,6,CDC,very close,Pre-School,118009,3
78263,Sunday,Spring,16,MISSION,"ARREST, BOOKED",-122.41967178029562,37.76505012146682,9,PS,close,Primary School,111162,0
75984,Monday,Spring,19,TENDERLOIN,"ARREST, BOOKED",-122.413047972078,37.781911962829795,6,IND,very close,Primary School,107808,4
71601,Tuesday,Fall,15,TENDERLOIN,"ARREST, BOOKED",-122.415669661443,37.7821198488931,6,CDC,close,Pre-School,101651,1
64850,Wednesday,Fall,23,NORTHERN,"ARREST, BOOKED",-122.42049728879,37.789618819255,3,PS,close,Primary School,92093,2
71999,Thursday,Summer,19,TENDERLOIN,"ARREST, BOOKED",-122.415721688006,37.7830679886919,6,CDC,close,Pre-School,102229,1
79002,Sunday,Spring,22,SOUTHERN,"ARREST, BOOKED",-122.41029351968979,37.78223058700358,6,IND,far,Primary School,112265,0
68999,Friday,Fall,21,MISSION,"ARREST, BOOKED",-122.410828224802,37.7559694414291,9,PS,close,Primary School,97912,1
73161,Tuesday,Fall,2,CENTRAL,"ARREST, BOOKED",-122.404282497745,37.7982249345487,3,CDC,very close,Pre-School,103856,0
79945,Wednesday,Fall,11,NORTHERN,NONE,-122.42002595593857,37.78305001407372,6,CDC,close,Pre-School,113645,1
74755,Tuesday,Spring,13,INGLESIDE,JUVENILE BOOKED,-122.44000661153099,37.721804883554704,11,PS,close,High School,106123,0
75240,Saturday,Summer,8,NORTHERN,"ARREST, BOOKED",-122.419458073153,37.7844990197997,6,CDC,close,Pre-School,106799,1
75748,Tuesday,Summer,23,TENDERLOIN,"ARREST, BOOKED",-122.41421780432199,37.7832593295025,6,CDC,close,Pre-School,107482,2
74183,Sunday,Spring,20,BAYVIEW,"ARREST, BOOKED",-122.387316279476,37.7580021664629,10,CDC,far,Pre-School,105310,2
65781,Wednesday,Summer,16,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,93394,1
75042,Wednesday,Spring,1,MISSION,"ARREST, BOOKED",-122.411710747731,37.7597167730882,9,PS,close,High School,106512,4
74480,Friday,Summer,14,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,105738,1
65973,Thursday,Winter,14,MISSION,"ARREST, BOOKED",-122.42058044011101,37.7649968622937,9,PS,far,Primary School,93667,4
76369,Monday,Summer,0,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,108342,4
64706,Saturday,Spring,22,TENDERLOIN,"ARREST, BOOKED",-122.40621287821699,37.786037162351896,6,CC,far,College,91898,0
68842,Friday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,97684,1
73090,Wednesday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,103751,4
83300,Wednesday,Summer,14,TENDERLOIN,"ARREST, BOOKED",-122.41512783760777,37.77978706764948,6,CC,very close,College,118823,1
70628,Wednesday,Winter,7,PARK,"ARREST, BOOKED",-122.443194351845,37.766542833629295,5,IND,very far,Primary School,100264,0
82265,Friday,Fall,16,PARK,"ARREST, BOOKED",-122.4512880612313,37.76939670991647,5,IND,far,High School,117234,6
76860,Monday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,109062,2
66973,Wednesday,Spring,11,MISSION,"ARREST, BOOKED",-122.420434724561,37.7633758058104,8,CDC,far,Pre-School,95070,1
77289,Monday,Winter,13,MISSION,"ARREST, BOOKED",-122.41952036788601,37.764228935718,9,PS,far,Primary School,109716,2
71459,Saturday,Winter,20,INGLESIDE,"ARREST, BOOKED",-122.435403381296,37.7394207656194,8,PS,very far,Primary School,101458,1
73130,Sunday,Spring,22,TENDERLOIN,"ARREST, BOOKED",-122.411742515582,37.7858882195106,6,CDC,very close,Pre-School,103810,1
72367,Wednesday,Spring,19,SOUTHERN,"ARREST, BOOKED",-122.40787711735202,37.7803875013555,6,IND,very far,Pre-School,102742,4
75283,Monday,Winter,17,MISSION,"ARREST, BOOKED",-122.418137290509,37.7490413093679,9,PS,close,Pre-School,106854,1
73298,Thursday,Spring,9,SOUTHERN,"ARREST, BOOKED",-122.413564091744,37.779514030063,6,CC,very close,College,104053,1
78296,Tuesday,Summer,12,RICHMOND,"ARREST, BOOKED",-122.4513763414617,37.7775800667108,5,PS,very far,Primary School,111214,4
66784,Friday,Winter,17,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,94807,1
76190,Wednesday,Winter,23,TENDERLOIN,"ARREST, BOOKED",-122.41219255572099,37.781604574125204,6,PS,close,High School,108106,0
68628,Wednesday,Winter,9,MISSION,"ARREST, BOOKED",-122.405096871916,37.7491100050973,10,IND,very close,Primary School,97363,4
79331,Sunday,Winter,4,SOUTHERN,"ARREST, BOOKED",-122.41265189435406,37.77951316688882,6,IND,very close,Pre-School,112730,2
78070,Wednesday,Summer,15,NORTHERN,"ARREST, BOOKED",-122.41694856587593,37.780468926847924,6,CDC,close,Pre-School,110858,0
63794,Thursday,Spring,19,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,90628,1
81166,Thursday,Winter,18,TENDERLOIN,NONE,-122.41431785788087,37.77994440520465,6,CC,very close,College,115523,1
79854,Friday,Spring,12,NORTHERN,"ARREST, BOOKED",-122.42002595593857,37.78305001407372,6,CDC,close,Pre-School,113510,1
81873,Monday,Spring,12,MISSION,"ARREST, BOOKED",-122.4198145938115,37.76584272133717,9,PS,close,Primary School,116629,2
82405,Tuesday,Fall,16,NORTHERN,"ARREST, BOOKED",-122.42002147104692,37.787280707610776,2,CDC,far,Pre-School,117433,2
75017,Friday,Winter,14,NORTHERN,"ARREST, BOOKED",-122.429622714719,37.772155828498704,5,CDC,close,Pre-School,106484,2
73154,Friday,Winter,18,TENDERLOIN,"ARREST, BOOKED",-122.409129633669,37.7838066631424,6,IND,far,Primary School,103842,1
67414,Tuesday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.416710733848,37.7833570390935,6,CDC,far,Pre-School,95681,1
68749,Saturday,Summer,17,INGLESIDE,"ARREST, BOOKED",-122.441018108888,37.7164586830811,11,IND,very far,High School,97541,0
69321,Saturday,Winter,13,INGLESIDE,"ARREST, BOOKED",-122.42311590486099,37.71041463661261,10,PS,far,Primary School,98360,1
75781,Thursday,Winter,14,MISSION,NONE,-122.41733258258999,37.7635718955893,9,IND,close,Primary School,107530,2
82804,Friday,Spring,18,SOUTHERN,NONE,-122.41304597196554,37.77386177716113,6,IND,close,Primary School,118020,4
82385,Friday,Winter,10,SOUTHERN,"ARREST, BOOKED",-122.41107142306448,37.7817511307229,6,PS,close,High School,117401,0
66680,Thursday,Fall,1,MISSION,"ARREST, BOOKED",-122.424104315404,37.764782816589296,8,IND,close,Primary School,94656,0
79412,Tuesday,Winter,18,TENDERLOIN,"ARREST, BOOKED",-122.40985372994119,37.78338623793817,6,IND,far,Primary School,112852,0
68984,Wednesday,Spring,17,NORTHERN,"ARREST, BOOKED",-122.4178091031,37.7847098968616,6,CDC,far,Pre-School,97889,1
70345,Tuesday,Winter,22,BAYVIEW,"ARREST, BOOKED",-122.39014671643999,37.7363908050669,10,PS,far,Primary School,99851,1
73976,Sunday,Summer,14,BAYVIEW,"ARREST, BOOKED",-122.389889010114,37.7210463190078,10,PS,very far,Primary School,105029,2
75190,Friday,Summer,20,BAYVIEW,"ARREST, BOOKED",-122.387779251837,37.7279423069627,10,CDC,very far,Pre-School,106725,1
72545,Saturday,Spring,17,PARK,"ARREST, BOOKED",-122.45750758354099,37.7711332354432,5,IND,very far,High School,102982,6
68184,Monday,Spring,16,MISSION,"ARREST, BOOKED",-122.41655263548701,37.7668698952007,9,PS,far,Primary School,96750,1
74282,Friday,Fall,15,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,105469,0
73945,Friday,Fall,14,TENDERLOIN,"ARREST, BOOKED",-122.415669661443,37.7821198488931,6,CDC,close,Pre-School,104992,1
73982,Wednesday,Summer,8,BAYVIEW,"ARREST, BOOKED",-122.37942436746,37.7344801674,10,PS,close,Primary School,105037,1
65842,Monday,Winter,8,TENDERLOIN,JUVENILE BOOKED,-122.409853729941,37.7833862379382,6,IND,far,Primary School,93484,1
64345,Wednesday,Summer,9,SOUTHERN,"ARREST, BOOKED",-122.407505446721,37.7811304562104,6,IND,very far,Pre-School,91386,4
67013,Friday,Summer,13,SOUTHERN,"ARREST, BOOKED",-122.42090863458401,37.773700335897296,5,CDC,close,Pre-School,95123,1
76862,Tuesday,Spring,14,MISSION,"ARREST, BOOKED",-122.42145809836799,37.765751696458295,8,CDC,far,Pre-School,109067,1
75525,Wednesday,Winter,3,TENDERLOIN,NONE,-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,107175,1
79506,Thursday,Winter,23,PARK,"ARREST, BOOKED",-122.44693331097456,37.77000619883579,5,IND,close,High School,112990,0
64394,Thursday,Fall,8,MISSION,"ARREST, BOOKED",-122.405337194755,37.7524089409576,10,PS,close,Primary School,91464,1
77653,Wednesday,Fall,14,NORTHERN,"ARREST, BOOKED",-122.419203004268,37.7874378309112,3,PS,far,Primary School,110273,2
82195,Thursday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.41431785788087,37.77994440520465,6,CC,very close,College,117135,4
70705,Monday,Fall,11,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,100382,1
68552,Friday,Winter,1,MISSION,"ARREST, BOOKED",-122.421082850193,37.764910844225994,9,PS,far,Primary School,97259,1
77630,Sunday,Fall,14,BAYVIEW,NONE,-122.392235600843,37.733917775522706,10,PS,far,Primary School,110244,1
65205,Saturday,Winter,16,NORTHERN,"ARREST, BOOKED",-122.42799115191099,37.78495312416121,5,CDC,far,Pre-School,92582,0
76120,Thursday,Fall,16,MISSION,"ARREST, BOOKED",-122.419196838603,37.7594144253287,9,CDC,close,Pre-School,108004,1
77292,Friday,Spring,0,NORTHERN,NONE,-122.44688679048001,37.8028187554402,2,IND,close,Primary School,109721,0
77019,Tuesday,Fall,5,TARAVAL,"ARREST, BOOKED",-122.47668451958599,37.7579683424839,4,CDC,very far,Pre-School,109301,0
75718,Tuesday,Fall,11,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,107447,1
81268,Thursday,Winter,8,NORTHERN,"ARREST, BOOKED",-122.41945807315328,37.78449901979975,6,CDC,close,Pre-School,115674,0
67174,Wednesday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,95342,4
75613,Monday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,107289,1
71279,Monday,Fall,14,INGLESIDE,"ARREST, BOOKED",-122.442281645825,37.71417143925221,11,IND,very far,High School,101195,2
70327,Monday,Fall,18,SOUTHERN,NONE,-122.40891322980801,37.781211650766295,6,IND,very far,Pre-School,99820,1
68924,Monday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.417170993889,37.78245402494621,6,CDC,close,Pre-School,97804,2
67167,Wednesday,Fall,19,BAYVIEW,"ARREST, CITED",-122.389865610332,37.73716994462029,10,CDC,very far,Pre-School,95334,0
77789,Tuesday,Fall,11,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,110468,0
72531,Thursday,Winter,19,TENDERLOIN,"ARREST, BOOKED",-122.41222416474301,37.782072931180004,6,PS,very close,High School,102962,1
81009,Friday,Summer,12,CENTRAL,"ARREST, BOOKED",-122.40743307456907,37.79615660073241,3,CDC,very close,Pre-School,115283,0
69784,Thursday,Summer,11,SOUTHERN,NONE,-122.40871060666299,37.78097067220529,6,IND,very far,Pre-School,99046,0
66349,Monday,Winter,19,TENDERLOIN,"ARREST, BOOKED",-122.415533007999,37.7821372997842,6,CDC,close,Pre-School,94195,1
76434,Wednesday,Winter,18,BAYVIEW,NONE,-122.39036028160999,37.7205064590363,10,PS,very far,Primary School,108437,1
68268,Sunday,Spring,16,NORTHERN,"ARREST, BOOKED",-122.42946417962901,37.77133073240171,8,CDC,far,Pre-School,96869,1
65550,Saturday,Spring,21,PARK,"ARREST, BOOKED",-122.45750758354099,37.7711332354432,5,IND,very far,High School,93060,2
66096,Sunday,Fall,11,SOUTHERN,"ARREST, BOOKED",-122.41029351969699,37.7822305869807,6,IND,far,Primary School,93830,2
70338,Saturday,Fall,19,NORTHERN,"ARREST, BOOKED",-122.430988253782,37.774437952749295,5,IND,very close,Primary School,99842,1
70054,Thursday,Winter,22,SOUTHERN,"ARREST, BOOKED",-122.407163046954,37.7797376338991,6,PS,very far,Primary School,99425,2
70616,Sunday,Winter,10,MISSION,"ARREST, BOOKED",-122.41623039254299,37.7636337702985,9,IND,close,Primary School,100249,0
74535,Tuesday,Summer,11,SOUTHERN,"ARREST, BOOKED",-122.40970842372101,37.78282764988379,6,IND,far,Primary School,105815,0
73121,Wednesday,Summer,23,NORTHERN,"ARREST, BOOKED",-122.41954956879,37.7849590112399,6,CDC,close,Pre-School,103801,1
69738,Sunday,Fall,16,BAYVIEW,"ARREST, BOOKED",-122.40697950796302,37.739566960911,10,IND,close,Pre-School,98972,2
81509,Tuesday,Summer,17,SOUTHERN,"ARREST, BOOKED",-122.40846655617293,37.7807008318778,6,IND,very far,Pre-School,116066,1
71078,Thursday,Fall,13,TENDERLOIN,"ARREST, BOOKED",-122.41431222924,37.77983391835871,6,CC,very close,College,100909,1
75000,Wednesday,Winter,2,NORTHERN,NONE,-122.420021471054,37.7872807075879,2,CDC,far,Pre-School,106464,0
81032,Tuesday,Fall,3,INGLESIDE,"ARREST, BOOKED",-122.40510948540415,37.70885630767813,10,IND,very far,Primary School,115320,2
67535,Saturday,Fall,15,PARK,"ARREST, BOOKED",-122.44857848496599,37.769797716883104,5,IND,far,High School,95860,0
78309,Tuesday,Fall,9,CENTRAL,"ARREST, BOOKED",-122.40697756369153,37.78991810168596,3,IND,close,Primary School,111234,0
71758,Tuesday,Summer,11,TENDERLOIN,"ARREST, BOOKED",-122.413706517535,37.7814229318029,6,CDC,very close,Pre-School,101887,1
66452,Thursday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,94336,1
63843,Wednesday,Summer,10,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,90690,1
69414,Wednesday,Fall,14,INGLESIDE,"ARREST, BOOKED",-122.42130534839599,37.7321638759455,9,CDC,very far,Pre-School,98501,1
67276,Saturday,Spring,17,PARK,"ARREST, BOOKED",-122.440720545257,37.7667916111324,8,IND,very far,Primary School,95480,6
71134,Monday,Spring,13,BAYVIEW,"ARREST, BOOKED",-122.387759351288,37.7528363805294,10,IND,very far,High School,100989,0
78881,Tuesday,Spring,17,MISSION,"ARREST, BOOKED",-122.41554320848532,37.75080582657161,9,PS,far,Pre-School,112094,0
65946,Thursday,Spring,7,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,93624,1
79649,Friday,Winter,18,MISSION,"ARREST, BOOKED",-122.42603656652621,37.759419804663,8,PS,very far,High School,113198,2
68104,Friday,Winter,13,SOUTHERN,NONE,-122.411071423064,37.7817511307229,6,PS,close,High School,96634,1
73170,Thursday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.416235852379,37.784912573847606,6,CDC,far,Pre-School,103871,1
82277,Sunday,Spring,11,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,117254,1
69631,Tuesday,Spring,14,PARK,JUVENILE CITED,-122.45353456066002,37.76916629780521,5,IND,close,High School,98810,0
81832,Thursday,Spring,15,NORTHERN,"ARREST, BOOKED",-122.41809076669236,37.786100745164475,6,CDC,very far,Pre-School,116565,4
64729,Sunday,Fall,22,TENDERLOIN,"ARREST, BOOKED",-122.412784096509,37.7848656939297,6,CDC,close,Pre-School,91931,1
77095,Tuesday,Winter,22,RICHMOND,"ARREST, BOOKED",-122.49248913097,37.78229066418471,1,CDC,close,Pre-School,109434,2
72797,Sunday,Winter,15,MISSION,"ARREST, BOOKED",-122.41944531067,37.7627134327476,9,CDC,far,Pre-School,103342,1
78386,Monday,Winter,21,TENDERLOIN,"ARREST, BOOKED",-122.41130281302492,37.78553557911025,6,CDC,very close,Pre-School,111350,3
77243,Friday,Winter,21,MISSION,"ARREST, BOOKED",-122.41517366580099,37.7524407589917,9,IND,close,High School,109653,4
81444,Wednesday,Summer,14,INGLESIDE,"ARREST, BOOKED",-122.44431402518808,37.71310834332644,11,PS,very far,Primary School,115952,0
71930,Thursday,Spring,23,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,102131,1
68158,Friday,Summer,15,SOUTHERN,"ARREST, BOOKED",-122.40970842372101,37.78282764988379,6,IND,far,Primary School,96717,0
79776,Friday,Summer,9,SOUTHERN,"ARREST, BOOKED",-122.40340479147905,37.775420706711,6,PS,far,High School,113388,4
81905,Thursday,Spring,11,TENDERLOIN,"ARREST, BOOKED",-122.41431785788087,37.77994440520465,6,CC,very close,College,116667,4
72848,Wednesday,Winter,10,NORTHERN,"ARREST, BOOKED",-122.431268066985,37.771946506645705,5,PS,far,Primary School,103418,1
79226,Monday,Spring,23,INGLESIDE,"ARREST, BOOKED",-122.41714480239858,37.7121502932531,10,CDC,far,Pre-School,112575,3
78434,Monday,Spring,0,SOUTHERN,"ARREST, BOOKED",-122.40497444860421,37.77893378767184,6,PS,very far,Primary School,111428,2
75432,Wednesday,Fall,13,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,107049,1
75421,Thursday,Spring,11,CENTRAL,NONE,-122.408568445228,37.788759421470296,3,IND,far,High School,107032,5
82790,Thursday,Summer,18,NORTHERN,"ARREST, BOOKED",-122.422172980067,37.785166723176474,5,IND,close,Primary School,117995,0
75298,Saturday,Summer,8,INGLESIDE,"ARREST, BOOKED",-122.42340454861099,37.7402756023882,8,PS,close,Primary School,106873,2
73230,Saturday,Fall,13,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,103947,6
67206,Friday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.412054141237,37.7816136403158,6,PS,close,High School,95380,0
81511,Sunday,Winter,13,TENDERLOIN,NONE,-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,116068,0
82472,Monday,Summer,2,TARAVAL,"ARREST, BOOKED",-122.45417060304169,37.72096192418008,11,IND,far,Primary School,117534,2
76749,Sunday,Fall,16,SOUTHERN,"ARREST, CITED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,108898,0
83032,Thursday,Fall,15,BAYVIEW,"ARREST, BOOKED",-122.39097173455052,37.73401521807227,10,PS,far,Primary School,118412,4
80918,Friday,Winter,12,CENTRAL,"ARREST, BOOKED",-122.40944548448765,37.789173205941,3,IND,far,High School,115144,2
78049,Friday,Summer,17,NORTHERN,"ARREST, BOOKED",-122.43211623369464,37.780030435115584,5,CDC,far,Pre-School,110830,1
66265,Thursday,Winter,21,TENDERLOIN,"ARREST, BOOKED",-122.415669661443,37.7821198488931,6,CDC,close,Pre-School,94068,1
81969,Saturday,Spring,7,TENDERLOIN,NONE,-122.41474383538244,37.778719262789004,6,CC,close,College,116767,2
77747,Friday,Fall,11,BAYVIEW,"ARREST, BOOKED",-122.386304220968,37.7349050342849,10,IND,far,Primary School,110410,2
78744,Thursday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.41471429557896,37.7762310404758,6,CDC,far,Pre-School,111869,1
65635,Wednesday,Summer,13,BAYVIEW,"ARREST, BOOKED",-122.38942129908199,37.729353849275896,10,CDC,far,Pre-School,93184,1
78806,Saturday,Fall,19,TENDERLOIN,"ARREST, BOOKED",-122.41512783760777,37.77978706764948,6,CC,very close,College,111970,4
73705,Monday,Fall,18,TENDERLOIN,"ARREST, BOOKED",-122.413631253258,37.7848053746211,6,CDC,close,Pre-School,104646,1
64776,Saturday,Summer,3,TENDERLOIN,"ARREST, BOOKED",-122.411742515582,37.7858882195106,6,CDC,very close,Pre-School,91998,1
70120,Tuesday,Summer,12,BAYVIEW,NONE,-122.399369374067,37.7329977432317,10,CDC,far,Pre-School,99513,4
80801,Tuesday,Winter,12,TENDERLOIN,"ARREST, BOOKED",-122.41474383538244,37.778719262789004,6,CC,close,College,114963,1
70742,Sunday,Summer,16,BAYVIEW,"ARREST, BOOKED",-122.389982996986,37.7287295296745,10,CDC,very far,Pre-School,100444,1
73181,Sunday,Summer,22,NORTHERN,"ARREST, BOOKED",-122.418729600557,37.785007503993,6,CDC,close,Pre-School,103884,1
83080,Saturday,Fall,7,INGLESIDE,"ARREST, BOOKED",-122.42930672837649,37.730742916955954,8,CDC,very far,Pre-School,118499,2
76504,Wednesday,Summer,19,MISSION,"ARREST, BOOKED",-122.407422042194,37.764488093199894,9,CDC,very far,Pre-School,108541,2
72535,Thursday,Spring,23,MISSION,"ARREST, BOOKED",-122.42027922768,37.7481246616016,9,CDC,close,Pre-School,102967,1
65231,Tuesday,Winter,19,MISSION,"ARREST, BOOKED",-122.419004027906,37.76351759830021,9,IND,far,Primary School,92614,1
67678,Friday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,96058,1
76307,Monday,Winter,18,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,108259,1
81357,Monday,Winter,13,MISSION,"ARREST, BOOKED",-122.41936035276092,37.76183580123765,9,CDC,close,Pre-School,115820,0
76268,Wednesday,Winter,14,TARAVAL,"ARREST, BOOKED",-122.462542742654,37.7111712111054,11,PS,very far,Primary School,108205,0
77990,Wednesday,Spring,17,CENTRAL,"ARREST, BOOKED",-122.41809076669236,37.786100745164475,6,CDC,very far,Pre-School,110749,1
74619,Monday,Fall,17,SOUTHERN,NONE,-122.41133956255699,37.7812707434494,6,IND,close,Primary School,105937,2
76937,Thursday,Spring,16,TENDERLOIN,"ARREST, BOOKED",-122.417530696987,37.783310753974,6,CDC,far,Pre-School,109187,1
73364,Thursday,Spring,14,NORTHERN,"ARREST, BOOKED",-122.423718618565,37.798115817511295,2,PS,far,Primary School,104156,2
71608,Friday,Fall,17,MISSION,"ARREST, BOOKED",-122.41750858668699,37.75390261218672,9,IND,close,High School,101662,1
83480,Sunday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.41325949871872,37.7829514828801,6,IND,very close,Primary School,119096,1
67520,Tuesday,Winter,13,TENDERLOIN,"ARREST, BOOKED",-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,95837,1
79833,Saturday,Spring,0,SOUTHERN,NONE,-122.40816295385729,37.780534538527796,6,IND,very far,Pre-School,113476,2
