,DayOfWeek,Date,Time,PdDistrict,Resolution,X,Y,Supervisor District,General Type,Distance,School Type,Sample num,Descript
82553,Wednesday,Fall,16,SOUTHERN,"ARREST, BOOKED",-122.41041666403635,37.77272340136536,6,IND,close,Primary School,117648,2
72457,Friday,Summer,19,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,102865,1
69291,Monday,Summer,11,TENDERLOIN,"ARREST, BOOKED",-122.413391473723,37.7851866866965,6,CDC,close,Pre-School,98318,1
82199,Thursday,Spring,15,TENDERLOIN,"ARREST, BOOKED",-122.41363125325846,37.784805374621094,6,CDC,close,Pre-School,117142,1
77512,Saturday,Fall,2,INGLESIDE,"ARREST, BOOKED",-122.433431238863,37.7263839435754,11,PS,close,Primary School,110071,1
76553,Monday,Fall,16,SOUTHERN,"ARREST, BOOKED",-122.41431785788099,37.7799444052046,6,CC,very close,College,108611,1
72114,Monday,Summer,15,SOUTHERN,"ARREST, BOOKED",-122.39142506985701,37.7778727797586,6,CDC,far,Pre-School,102391,0
76703,Friday,Fall,8,SOUTHERN,UNFOUNDED,-122.40340479147899,37.775420706711,6,PS,far,High School,108833,1
66183,Wednesday,Fall,16,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,93956,0
74246,Friday,Summer,14,TENDERLOIN,NONE,-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,105409,4
68149,Sunday,Spring,22,PARK,"ARREST, CITED",-122.43892863119899,37.780587449040105,5,IND,very close,Pre-School,96704,0
72901,Wednesday,Summer,15,NORTHERN,"ARREST, BOOKED",-122.433438243827,37.7872610821447,2,CDC,far,Pre-School,103484,1
81514,Wednesday,Winter,10,INGLESIDE,"ARREST, BOOKED",-122.42368995714769,37.728466019962944,9,PS,very far,Primary School,116071,1
75828,Friday,Spring,16,INGLESIDE,"ARREST, BOOKED",-122.415810103079,37.7409998217165,9,PS,very far,Primary School,107590,2
65066,Sunday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.40931311143801,37.7843478512922,6,CDC,far,Pre-School,92392,4
80917,Monday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.40340479147905,37.775420706711,6,PS,far,High School,115143,4
72065,Saturday,Spring,13,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,102323,0
79576,Saturday,Fall,9,BAYVIEW,"ARREST, BOOKED",-122.39033107677099,37.7440462461069,10,CC,very far,College,113092,0
66445,Wednesday,Fall,18,SOUTHERN,"ARREST, BOOKED",-122.41251534135598,37.78047774805079,6,IND,close,Pre-School,94328,4
72023,Friday,Winter,13,TENDERLOIN,"ARREST, BOOKED",-122.412386379783,37.7825386747303,6,IND,very close,Primary School,102265,4
83249,Thursday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.41405629189116,37.782793107100616,6,CDC,very close,Pre-School,118749,2
69186,Friday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.409129633669,37.7838066631424,6,IND,far,Primary School,98179,1
72630,Wednesday,Summer,21,TENDERLOIN,"ARREST, BOOKED",-122.40984944165501,37.78327552025671,6,IND,far,Primary School,103097,1
68507,Sunday,Spring,15,INGLESIDE,"ARREST, BOOKED",-122.42130534839599,37.7321638759455,9,CDC,very far,Pre-School,97199,2
70609,Thursday,Summer,8,BAYVIEW,"ARREST, BOOKED",-122.389421299039,37.7293538492444,10,CDC,far,Pre-School,100239,0
83402,Thursday,Spring,9,TENDERLOIN,"ARREST, BOOKED",-122.4156949221336,37.782585196846725,6,CDC,close,Pre-School,118976,4
66252,Thursday,Winter,22,NORTHERN,"ARREST, BOOKED",-122.42144658890801,37.777316514741294,5,IND,far,High School,94049,2
74417,Saturday,Summer,2,MISSION,"ARREST, BOOKED",-122.428355366652,37.7612577113414,8,PS,close,High School,105649,0
65176,Tuesday,Fall,12,CENTRAL,"ARREST, BOOKED",-122.413410238517,37.7882937823168,3,IND,far,High School,92548,1
66999,Monday,Winter,12,PARK,"ARREST, BOOKED",-122.44857848496599,37.769797716883104,5,IND,far,High School,95106,0
66488,Wednesday,Fall,21,INGLESIDE,"ARREST, BOOKED",-122.423098270217,37.7103045151288,10,PS,very far,Primary School,94384,2
64582,Tuesday,Summer,9,TENDERLOIN,"ARREST, BOOKED",-122.414406029855,37.7841907151119,6,CDC,very close,Pre-School,91724,1
80770,Saturday,Winter,11,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,114916,1
82937,Saturday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.4143020525436,37.781863316866,6,CDC,very close,Pre-School,118253,4
66241,Thursday,Summer,22,TENDERLOIN,"ARREST, BOOKED",-122.411778295992,37.7839805592634,6,IND,very close,Primary School,94033,4
69242,Saturday,Spring,15,PARK,"ARREST, BOOKED",-122.44094958992599,37.7741190407726,5,CDC,close,Pre-School,98255,2
81242,Tuesday,Winter,14,SOUTHERN,"ARREST, BOOKED",-122.40816295385729,37.780534538527796,6,IND,very far,Pre-School,115645,2
65529,Monday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,93033,1
74748,Monday,Winter,18,TENDERLOIN,"ARREST, BOOKED",-122.411268613368,37.782250087316704,6,PS,close,High School,106115,0
70791,Friday,Summer,13,PARK,"ARREST, BOOKED",-122.438098378037,37.7806388583762,5,IND,close,Pre-School,100514,1
77736,Thursday,Fall,5,INGLESIDE,"ARREST, BOOKED",-122.421621453992,37.746836737093,9,CDC,far,Pre-School,110394,2
73330,Wednesday,Summer,15,PARK,"ARREST, BOOKED",-122.445717668922,37.77208097723921,5,CDC,close,Pre-School,104103,0
68578,Saturday,Winter,15,MISSION,"ARREST, BOOKED",-122.418587172219,37.75301865374461,9,PS,close,Primary School,97300,1
73253,Sunday,Summer,22,INGLESIDE,"ARREST, BOOKED",-122.43421842244601,37.7302283641413,8,PS,very far,Primary School,103987,2
82198,Thursday,Spring,15,TENDERLOIN,"ARREST, BOOKED",-122.41363125325846,37.784805374621094,6,CDC,close,Pre-School,117141,1
67586,Saturday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.412224164736,37.7820729312029,6,PS,very close,High School,95939,0
66258,Friday,Fall,20,TENDERLOIN,"ARREST, BOOKED",-122.412970537598,37.7857883766658,6,CDC,close,Pre-School,94057,1
72066,Sunday,Winter,22,SOUTHERN,"ARREST, BOOKED",-122.408953598279,37.783287873572,6,IND,far,Primary School,102324,1
65659,Tuesday,Spring,8,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,93215,2
81943,Sunday,Winter,14,PARK,"ARREST, BOOKED",-122.45351291112611,37.76869697865512,5,IND,far,High School,116720,6
67817,Tuesday,Summer,19,NORTHERN,"ARREST, BOOKED",-122.41912629534201,37.7869849580362,3,PS,far,Primary School,96245,2
74974,Saturday,Summer,1,BAYVIEW,"ARREST, BOOKED",-122.407562433041,37.7292620398957,9,PS,far,Primary School,106430,1
74472,Saturday,Winter,14,CENTRAL,"ARREST, BOOKED",-122.412624442029,37.8048422885258,3,PS,close,Primary School,105728,0
67944,Thursday,Fall,22,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,96420,1
65935,Saturday,Fall,21,SOUTHERN,"ARREST, BOOKED",-122.40891322980801,37.781211650766295,6,IND,very far,Pre-School,93608,1
79306,Thursday,Summer,18,NORTHERN,"ARREST, BOOKED",-122.41771034472548,37.78423628778867,6,CDC,far,Pre-School,112692,4
64898,Friday,Summer,14,SOUTHERN,"ARREST, BOOKED",-122.408437135288,37.781954394999794,6,IND,very far,Primary School,92161,1
73093,Sunday,Summer,16,TARAVAL,"ARREST, BOOKED",-122.485047597598,37.752909557913796,4,CDC,close,Pre-School,103756,0
81923,Sunday,Winter,9,MISSION,"ARREST, BOOKED",-122.41764788470492,37.76680538429051,9,PS,close,Primary School,116687,1
83182,Sunday,Spring,19,TENDERLOIN,"ARREST, BOOKED",-122.4156949221336,37.782585196846725,6,CDC,close,Pre-School,118651,1
75205,Sunday,Summer,7,MISSION,"ARREST, BOOKED",-122.419671780303,37.7650501214714,9,PS,close,Primary School,106745,1
64529,Wednesday,Fall,17,RICHMOND,"ARREST, BOOKED",-122.442364696255,37.7848750530811,5,CDC,very close,Pre-School,91642,1
77302,Monday,Winter,12,SOUTHERN,"ARREST, BOOKED",-122.39142506985705,37.77787277975861,6,CDC,far,Pre-School,109745,2
68693,Friday,Summer,23,BAYVIEW,"ARREST, BOOKED",-122.404124654461,37.724896575693606,9,IND,very far,Primary School,97459,0
69029,Monday,Fall,10,TENDERLOIN,"ARREST, BOOKED",-122.412054141237,37.7816136403158,6,PS,close,High School,97954,0
78368,Monday,Fall,8,NORTHERN,"ARREST, BOOKED",-122.4165834561333,37.77865915415081,6,CDC,close,Pre-School,111319,4
64416,Tuesday,Spring,15,INGLESIDE,"ARREST, BOOKED",-122.40633225923,37.7175038575459,10,PS,close,Primary School,91495,2
67938,Tuesday,Spring,14,PARK,"ARREST, CITED",-122.45353456066002,37.76916629780521,5,IND,close,High School,96410,0
79118,Wednesday,Summer,9,MISSION,"ARREST, BOOKED",-122.41840452029643,37.76676010927347,9,PS,very close,Primary School,112429,0
82046,Sunday,Spring,13,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,116880,2
65696,Saturday,Fall,22,TENDERLOIN,"ARREST, BOOKED",-122.41633027848101,37.781494649710105,6,CDC,close,Pre-School,93274,4
71090,Wednesday,Spring,21,TENDERLOIN,"ARREST, BOOKED",-122.411800134753,37.784089036686794,6,IND,very close,Primary School,100927,1
68722,Sunday,Fall,16,TENDERLOIN,"ARREST, BOOKED",-122.410689907787,37.7824948907735,6,IND,close,Primary School,97506,1
76693,Monday,Fall,0,TENDERLOIN,"ARREST, BOOKED",-122.416459785313,37.7860170554787,6,CDC,very far,Pre-School,108818,1
80243,Wednesday,Summer,17,SOUTHERN,"ARREST, BOOKED",-122.40440788796069,37.7810759636856,6,IND,far,Primary School,114106,2
72642,Wednesday,Fall,19,TENDERLOIN,"ARREST, BOOKED",-122.41076876635,37.7832145189783,6,IND,close,Primary School,103113,1
67183,Thursday,Spring,16,TARAVAL,"ARREST, BOOKED",-122.505537956642,37.7538767370501,4,PS,close,Primary School,95352,0
82853,Tuesday,Summer,12,PARK,"ARREST, BOOKED",-122.45335464746915,37.76824630766652,5,IND,far,High School,118102,0
70491,Wednesday,Spring,12,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,100058,1
63861,Wednesday,Winter,12,PARK,"ARREST, BOOKED",-122.46248935163901,37.766959173181206,5,PS,very far,High School,90716,2
73021,Tuesday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.41219255572099,37.781604574125204,6,PS,close,High School,103655,0
70383,Friday,Fall,7,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,99910,1
83654,Sunday,Winter,13,NORTHERN,JUVENILE BOOKED,-122.43317781626727,37.78137581003181,5,CDC,very close,Pre-School,119348,0
66023,Tuesday,Winter,21,MISSION,JUVENILE BOOKED,-122.424260561379,37.7664064445087,8,CDC,close,Pre-School,93734,1
77668,Thursday,Fall,16,NORTHERN,"ARREST, BOOKED",-122.434165498104,37.78214902635221,5,CDC,close,Pre-School,110292,0
68063,Monday,Summer,12,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,96577,1
77052,Friday,Fall,17,PARK,"ARREST, BOOKED",-122.44994204079501,37.7696796386185,5,IND,far,High School,109360,0
73009,Wednesday,Summer,14,SOUTHERN,NONE,-122.414457764634,37.7765080370233,6,CDC,far,Pre-School,103633,2
83093,Tuesday,Summer,2,SOUTHERN,"ARREST, BOOKED",-122.41041666403635,37.77272340136536,6,IND,close,Primary School,118516,4
80361,Saturday,Spring,13,CENTRAL,"ARREST, BOOKED",-122.41072162586977,37.787096649566344,3,IND,very close,High School,114280,4
65472,Wednesday,Summer,15,RICHMOND,PROSECUTED BY OUTSIDE AGENCY,-122.46388023993,37.7744766269335,1,CDC,close,Pre-School,92956,6
75210,Tuesday,Fall,21,TENDERLOIN,"ARREST, BOOKED",-122.414056291898,37.7827931070777,6,CDC,very close,Pre-School,106752,1
78831,Thursday,Fall,18,MISSION,NONE,-122.41273398580385,37.75264175557136,9,CDC,very close,Pre-School,112019,0
81129,Sunday,Winter,12,SOUTHERN,"ARREST, BOOKED",-122.41544415988614,37.77802456746407,6,CDC,close,Pre-School,115468,1
77421,Tuesday,Fall,22,SOUTHERN,"ARREST, BOOKED",-122.415322108652,37.7767183581051,6,CDC,close,Pre-School,109930,4
69662,Wednesday,Fall,7,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,98860,1
75777,Monday,Winter,13,SOUTHERN,"ARREST, BOOKED",-122.41197948750099,37.780903969652904,6,IND,close,Primary School,107525,0
65207,Saturday,Spring,4,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,92586,1
76387,Tuesday,Winter,18,BAYVIEW,"ARREST, BOOKED",-122.402109488937,37.7240376461441,9,PS,very far,High School,108370,1
64811,Tuesday,Winter,9,SOUTHERN,"ARREST, BOOKED",-122.392845456831,37.78245706777,6,IND,very far,Primary School,92035,1
79987,Tuesday,Fall,14,SOUTHERN,"ARREST, BOOKED",-122.41471429557896,37.7762310404758,6,CDC,far,Pre-School,113709,2
82098,Saturday,Winter,23,SOUTHERN,"ARREST, BOOKED",-122.40881285723295,37.77929340350328,6,IND,far,Pre-School,116971,2
78215,Monday,Winter,21,SOUTHERN,"ARREST, BOOKED",-122.41234969489278,37.77555584827898,6,CDC,close,Pre-School,111086,2
82968,Monday,Summer,13,PARK,"ARREST, BOOKED",-122.45351291112611,37.76869697865512,5,IND,far,High School,118298,0
77409,Monday,Fall,2,TENDERLOIN,"ARREST, BOOKED",-122.412930522059,37.7838344374141,6,IND,very close,Primary School,109912,1
76042,Tuesday,Fall,1,SOUTHERN,"ARREST, BOOKED",-122.407505446721,37.7811304562104,6,IND,very far,Pre-School,107897,0
71142,Tuesday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.41055128181002,37.78250255901021,6,IND,close,Primary School,100998,1
72977,Wednesday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,103588,1
75767,Monday,Spring,19,NORTHERN,"ARREST, BOOKED",-122.430436523474,37.772106966166895,5,CDC,far,Pre-School,107512,2
81349,Friday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.41032349523243,37.785122522360666,6,CDC,close,Pre-School,115801,2
78277,Saturday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.409313111431,37.78434785131515,6,CDC,far,Pre-School,111181,1
67026,Tuesday,Summer,15,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,95141,0
77094,Sunday,Fall,18,BAYVIEW,"ARREST, BOOKED",-122.39653380353901,37.7619236146285,10,PS,close,Primary School,109431,1
73103,Thursday,Spring,3,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,103775,0
69219,Monday,Spring,19,NORTHERN,"ARREST, BOOKED",-122.42715986988001,37.77252592015722,5,CDC,close,Pre-School,98223,1
67486,Saturday,Summer,18,BAYVIEW,"ARREST, CITED",-122.387833652325,37.7131072321423,10,PS,very far,Primary School,95791,0
77502,Friday,Fall,18,RICHMOND,"ARREST, BOOKED",-122.439874051543,37.7852471617812,2,CDC,close,Pre-School,110057,4
66354,Thursday,Spring,19,TENDERLOIN,"ARREST, BOOKED",-122.413893155951,37.782346520672995,6,CDC,very close,Pre-School,94201,4
64652,Monday,Summer,16,TENDERLOIN,NONE,-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,91826,1
68119,Wednesday,Winter,17,MISSION,"ARREST, BOOKED",-122.41944531067,37.7627134327476,9,CDC,far,Pre-School,96659,1
73917,Thursday,Winter,15,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,104951,0
74277,Friday,Fall,16,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,105458,1
77300,Friday,Winter,8,TENDERLOIN,"ARREST, BOOKED",-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,109740,4
83095,Wednesday,Fall,23,CENTRAL,"ARREST, BOOKED",-122.41601094695677,37.78822667196936,3,PS,very far,Primary School,118518,1
70029,Friday,Winter,17,BAYVIEW,"ARREST, BOOKED",-122.39749737363701,37.75230663222629,10,PS,close,Primary School,99388,1
74424,Wednesday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.41262214366199,37.7844169819545,6,IND,close,Primary School,105660,1
74504,Monday,Fall,6,MISSION,"ARREST, CITED",-122.428355366652,37.7612577113414,8,PS,close,High School,105771,0
80214,Friday,Spring,23,MISSION,"ARREST, BOOKED",-122.419297189961,37.755346586370045,9,CC,close,College,114064,1
82500,Sunday,Winter,11,INGLESIDE,"ARREST, BOOKED",-122.43082630188148,37.71243490044232,11,PS,very far,Primary School,117575,0
74115,Saturday,Spring,16,PARK,"ARREST, BOOKED",-122.453376250788,37.7687142722405,5,IND,far,High School,105218,0
77526,Sunday,Fall,17,TENDERLOIN,"ARREST, BOOKED",-122.41421780432199,37.7832593295025,6,CDC,close,Pre-School,110094,2
81557,Monday,Summer,10,INGLESIDE,"ARREST, BOOKED",-122.43591698470371,37.72983713412084,8,PS,very far,Primary School,116136,1
73064,Thursday,Fall,17,NORTHERN,"ARREST, CITED",-122.428950820315,37.78139115663561,5,CDC,close,Pre-School,103714,0
63693,Monday,Fall,15,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,90482,1
66289,Sunday,Summer,19,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,94105,3
65662,Tuesday,Winter,13,TENDERLOIN,"ARREST, BOOKED",-122.416261836834,37.78537508463761,6,CDC,far,Pre-School,93219,1
79934,Tuesday,Fall,8,TENDERLOIN,"ARREST, BOOKED",-122.41550824278185,37.78165428060756,6,CDC,close,Pre-School,113629,1
74520,Friday,Spring,14,BAYVIEW,"ARREST, BOOKED",-122.39041695551701,37.7355926106176,10,PS,far,Primary School,105793,1
63718,Wednesday,Winter,14,INGLESIDE,"ARREST, BOOKED",-122.439105603144,37.7425326388059,8,CDC,close,Pre-School,90513,0
76074,Wednesday,Summer,20,CENTRAL,"ARREST, CITED",-122.40603475313401,37.7969469304359,3,CDC,close,Pre-School,107938,0
76688,Wednesday,Winter,22,TENDERLOIN,"ARREST, BOOKED",-122.412930522059,37.7838344374141,6,IND,very close,Primary School,108811,1
77877,Wednesday,Fall,8,CENTRAL,"ARREST, BOOKED",-122.411480979759,37.7871148303418,3,IND,very close,High School,110590,0
80404,Monday,Winter,14,INGLESIDE,"ARREST, BOOKED",-122.43990976677156,37.71576542699496,11,IND,very far,High School,114344,2
74796,Thursday,Winter,21,SOUTHERN,"ARREST, BOOKED",-122.40871060666299,37.78097067220529,6,IND,very far,Pre-School,106175,1
74397,Friday,Winter,14,SOUTHERN,"ARREST, BOOKED",-122.40970842372101,37.78282764988379,6,IND,far,Primary School,105624,0
68706,Tuesday,Fall,14,BAYVIEW,NOT PROSECUTED,-122.384907106098,37.7368469604958,10,CDC,close,Pre-School,97478,0
79667,Sunday,Winter,20,NORTHERN,"ARREST, BOOKED",-122.43128996913616,37.772054975553715,5,PS,far,Primary School,113227,0
70045,Friday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.412249767634,37.782556330202,6,IND,very close,Primary School,99410,0
75703,Monday,Fall,15,TENDERLOIN,"ARREST, BOOKED",-122.41431785788099,37.7799444052046,6,CC,very close,College,107422,1
67139,Friday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.414406029855,37.7841907151119,6,CDC,very close,Pre-School,95294,1
76231,Monday,Summer,18,MISSION,"ARREST, BOOKED",-122.42138194827801,37.7649480897345,9,PS,far,Primary School,108157,1
67017,Tuesday,Fall,17,TENDERLOIN,"ARREST, BOOKED",-122.41431785788099,37.7799444052046,6,CC,very close,College,95127,1
82789,Saturday,Spring,16,TENDERLOIN,"ARREST, BOOKED",-122.4143020525436,37.781863316866,6,CDC,very close,Pre-School,117994,4
65301,Wednesday,Spring,16,INGLESIDE,"ARREST, BOOKED",-122.43972363698799,37.71801106651621,11,PS,very far,High School,92716,1
65431,Monday,Fall,0,NORTHERN,"ARREST, BOOKED",-122.41912629534201,37.7869849580362,3,PS,far,Primary School,92895,2
70286,Friday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.413047972078,37.781911962829795,6,IND,very close,Primary School,99764,1
77415,Monday,Fall,10,TENDERLOIN,"ARREST, BOOKED",-122.416769999704,37.7795845776674,6,CDC,close,Pre-School,109921,0
79129,Sunday,Fall,15,NORTHERN,"ARREST, BOOKED",-122.41838200860715,37.78325837709494,6,CDC,close,Pre-School,112442,0
75288,Friday,Summer,7,TENDERLOIN,"ARREST, BOOKED",-122.40933682184601,37.7848337315521,6,CDC,far,Pre-School,106860,2
75606,Wednesday,Winter,14,MISSION,"ARREST, BOOKED",-122.418687919804,37.7642753857061,9,PS,far,Primary School,107278,1
76723,Wednesday,Fall,20,BAYVIEW,"ARREST, BOOKED",-122.391549170299,37.7191791974582,10,CDC,far,Pre-School,108863,1
82738,Wednesday,Spring,11,TENDERLOIN,"ARREST, BOOKED",-122.41635198735192,37.7816031438671,6,CDC,close,Pre-School,117924,4
69987,Wednesday,Winter,23,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,99330,1
83168,Monday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.41405629189116,37.782793107100616,6,CDC,very close,Pre-School,118632,1
77466,Monday,Fall,0,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,109992,2
81162,Wednesday,Fall,21,NORTHERN,"ARREST, BOOKED",-122.41742986085018,37.77853493543938,6,CDC,close,Pre-School,115513,2
81205,Thursday,Fall,16,BAYVIEW,"ARREST, BOOKED",-122.39056452774892,37.71868843822945,10,PS,close,Primary School,115586,2
73476,Thursday,Spring,23,MISSION,"ARREST, BOOKED",-122.42027922768,37.7481246616016,9,CDC,close,Pre-School,104319,1
67933,Thursday,Fall,22,BAYVIEW,"ARREST, BOOKED",-122.393174162423,37.722036232083,10,CDC,very far,Pre-School,96404,1
78897,Monday,Winter,15,NORTHERN,"ARREST, BOOKED",-122.42709337531576,37.77630273910445,5,IND,far,Primary School,112112,2
73183,Wednesday,Summer,19,MISSION,NONE,-122.419671780296,37.7650501214668,9,PS,close,Primary School,103886,1
76634,Saturday,Winter,10,TARAVAL,"ARREST, BOOKED",-122.509138997226,37.7602791548447,4,CDC,very far,Pre-School,108727,4
64906,Tuesday,Fall,17,TENDERLOIN,NONE,-122.411742515582,37.7858882195106,6,CDC,very close,Pre-School,92176,1
76533,Monday,Spring,16,SOUTHERN,"ARREST, BOOKED",-122.408953598279,37.783287873572,6,IND,far,Primary School,108579,1
71361,Saturday,Spring,13,TENDERLOIN,"ARREST, BOOKED",-122.417530696987,37.783310753974,6,CDC,far,Pre-School,101309,1
66234,Monday,Winter,17,TENDERLOIN,"ARREST, BOOKED",-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,94023,1
75045,Monday,Winter,9,SOUTHERN,"ARREST, BOOKED",-122.40969635556601,37.78175405884821,6,IND,far,Primary School,106515,1
71356,Friday,Fall,10,BAYVIEW,"ARREST, BOOKED",-122.37389438953501,37.7309368356017,10,CDC,far,Pre-School,101301,4
66713,Thursday,Spring,11,NORTHERN,"ARREST, BOOKED",-122.431038532157,37.7753861665924,5,IND,close,Primary School,94702,4
71755,Thursday,Winter,18,TENDERLOIN,"ARREST, BOOKED",-122.413893155951,37.782346520672995,6,CDC,very close,Pre-School,101883,4
64346,Wednesday,Fall,23,MISSION,"ARREST, BOOKED",-122.420197723539,37.7586184812794,9,CDC,far,Pre-School,91387,2
70777,Wednesday,Winter,21,MISSION,"ARREST, BOOKED",-122.41952036788601,37.764228935718,9,PS,far,Primary School,100492,1
78733,Monday,Winter,15,SOUTHERN,"ARREST, BOOKED",-122.40846655617293,37.7807008318778,6,IND,very far,Pre-School,111852,2
77376,Sunday,Summer,15,SOUTHERN,"ARREST, BOOKED",-122.40871060666346,37.78097067220534,6,IND,very far,Pre-School,109865,1
83429,Monday,Fall,16,SOUTHERN,"ARREST, BOOKED",-122.41187412057651,37.77761762810256,6,CDC,close,Pre-School,119019,1
67880,Thursday,Winter,15,NORTHERN,"ARREST, BOOKED",-122.429644614552,37.7722642986091,5,CDC,close,Pre-School,96336,1
65606,Wednesday,Winter,12,TENDERLOIN,"ARREST, BOOKED",-122.41114194810801,37.785073619727,6,CDC,very close,Pre-School,93140,1
80175,Friday,Fall,16,SOUTHERN,"ARREST, BOOKED",-122.41187412057651,37.77761762810256,6,CDC,close,Pre-School,114009,2
79388,Thursday,Winter,12,CENTRAL,"ARREST, BOOKED",-122.40143275472195,37.80045664710391,3,CDC,close,Pre-School,112819,2
81858,Saturday,Spring,0,TARAVAL,"ARREST, BOOKED",-122.46488743658495,37.726356758318246,7,IND,close,High School,116598,2
82636,Tuesday,Spring,17,TENDERLOIN,"ARREST, BOOKED",-122.41508566641576,37.77923906895383,6,CC,very close,College,117775,0
76560,Wednesday,Summer,12,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,108621,1
83323,Friday,Winter,1,TENDERLOIN,"ARREST, BOOKED",-122.41604728066021,37.78398246541486,6,CDC,close,Pre-School,118861,1
76469,Monday,Winter,18,BAYVIEW,"ARREST, BOOKED",-122.38986370619301,37.7375861125753,10,CDC,very far,Pre-School,108495,4
66025,Tuesday,Winter,14,PARK,"ARREST, BOOKED",-122.452706340322,37.769215670589396,5,IND,close,High School,93736,0
81639,Sunday,Winter,7,BAYVIEW,"ARREST, BOOKED",-122.39183425234728,37.739228755708425,10,CDC,far,Pre-School,116258,2
71466,Sunday,Fall,20,TENDERLOIN,"ARREST, BOOKED",-122.411742515582,37.7858882195106,6,CDC,very close,Pre-School,101468,0
68619,Tuesday,Summer,10,SOUTHERN,"ARREST, BOOKED",-122.40891322980801,37.781211650766295,6,IND,very far,Pre-School,97353,1
70381,Sunday,Fall,17,NORTHERN,"ARREST, BOOKED",-122.420021471054,37.7872807075879,2,CDC,far,Pre-School,99908,2
79272,Tuesday,Summer,20,SOUTHERN,"ARREST, BOOKED",-122.40196604233884,37.76870486360817,10,IND,far,Primary School,112638,2
78426,Saturday,Fall,11,SOUTHERN,"ARREST, BOOKED",-122.4141771617915,37.77580025733408,6,CDC,far,Pre-School,111412,1
82177,Thursday,Summer,0,SOUTHERN,"ARREST, BOOKED",-122.40546793427185,37.781924110512975,6,CC,far,College,117105,0
80584,Friday,Fall,11,TENDERLOIN,"ARREST, BOOKED",-122.41673216309592,37.78346556744799,6,CDC,far,Pre-School,114613,1
75646,Saturday,Summer,15,TARAVAL,"ARREST, BOOKED",-122.503551562362,37.7408626873427,4,IND,close,Pre-School,107339,2
77841,Monday,Fall,7,TENDERLOIN,JUVENILE BOOKED,-122.414743835382,37.778719262789004,6,CC,close,College,110543,1
68870,Thursday,Spring,13,TENDERLOIN,"ARREST, BOOKED",-122.415508242789,37.7816542805847,6,CDC,close,Pre-School,97722,1
