,DayOfWeek,Date,Time,PdDistrict,Resolution,X,Y,Supervisor District,General Type,Distance,School Type,Sample num,Descript
1402,Thursday,Summer,13,PARK,"ARREST, BOOKED",-122.45372860306801,37.770097041170395,5,IND,very close,High School,1966,0
16502,Saturday,Winter,8,MISSION,"ARREST, BOOKED",-122.419515708406,37.7634292328496,9,CDC,far,Pre-School,23693,1
14579,Tuesday,Winter,12,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,20989,1
18708,Sunday,Fall,18,NORTHERN,NONE,-122.419812186232,37.7866019512795,2,CDC,far,Pre-School,26882,2
2668,Tuesday,Spring,9,TENDERLOIN,NONE,-122.410791677645,37.7836952269749,6,IND,close,Primary School,3772,1
2848,Monday,Spring,20,INGLESIDE,"ARREST, BOOKED",-122.451966034443,37.7111023433435,11,IND,very far,High School,4030,1
5496,Wednesday,Fall,20,BAYVIEW,"ARREST, BOOKED",-122.397744427103,37.7299346936044,10,PS,very far,Primary School,7956,0
2330,Saturday,Winter,18,SOUTHERN,"ARREST, BOOKED",-122.407039055082,37.780756518359105,6,IND,very far,Pre-School,3280,2
23930,Saturday,Spring,11,SOUTHERN,"ARREST, BOOKED",-122.408953598286,37.78328787354911,6,IND,far,Primary School,34221,2
19493,Friday,Summer,13,TENDERLOIN,"ARREST, BOOKED",-122.412970537591,37.78578837668879,6,CDC,close,Pre-School,27984,1
27187,Wednesday,Fall,12,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,38826,0
6671,Wednesday,Fall,21,TENDERLOIN,"ARREST, BOOKED",-122.416235852379,37.784912573847606,6,CDC,far,Pre-School,9631,1
27244,Tuesday,Winter,23,TENDERLOIN,"ARREST, BOOKED",-122.415120589338,37.7817589366405,6,CDC,close,Pre-School,38907,2
2833,Saturday,Spring,0,INGLESIDE,"ARREST, BOOKED",-122.43307534135,37.726854596498,11,PS,close,Primary School,4010,2
23357,Tuesday,Fall,9,MISSION,"ARREST, BOOKED",-122.430871936382,37.7635433745815,8,PS,very close,Primary School,33431,4
27347,Tuesday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.41431222924,37.77983391835871,6,CC,very close,College,39052,1
20882,Tuesday,Fall,11,TARAVAL,NONE,-122.48130501918399,37.747461318190496,4,PS,close,High School,29982,0
29418,Tuesday,Spring,17,MISSION,"ARREST, BOOKED",-122.42956842417,37.7621391532166,8,PS,close,Primary School,41991,2
17993,Sunday,Spring,8,MISSION,"ARREST, BOOKED",-122.419671780296,37.7650501214668,9,PS,close,Primary School,25847,1
9797,Monday,Fall,13,MISSION,"ARREST, BOOKED",-122.41944531067,37.7627134327476,9,CDC,far,Pre-School,14102,1
1367,Friday,Summer,16,PARK,"ARREST, BOOKED",-122.45353456066002,37.76916629780521,5,IND,close,High School,1919,0
17633,Wednesday,Summer,14,MISSION,"ARREST, BOOKED",-122.410817751206,37.755859903195706,9,PS,close,High School,25327,0
5284,Wednesday,Summer,18,PARK,"ARREST, BOOKED",-122.445904271169,37.772995372717396,5,CC,close,College,7630,1
1383,Tuesday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.414433155063,37.7846576329256,6,CDC,close,Pre-School,1938,1
16765,Monday,Summer,18,NORTHERN,NONE,-122.420439512717,37.7810308461783,6,PS,close,Primary School,24088,2
25745,Tuesday,Summer,16,BAYVIEW,JUVENILE CITED,-122.38449630669099,37.7323527019317,10,PS,close,Primary School,36790,0
26083,Friday,Winter,12,BAYVIEW,"ARREST, BOOKED",-122.388350949196,37.7495514817121,10,IND,very far,High School,37279,0
28540,Thursday,Summer,5,SOUTHERN,"ARREST, BOOKED",-122.41377030858,37.7745158140477,6,IND,close,Primary School,40735,0
9228,Monday,Fall,21,CENTRAL,"ARREST, BOOKED",-122.420666812024,37.8028627711287,2,PS,very far,High School,13261,2
27205,Wednesday,Winter,16,SOUTHERN,NONE,-122.408953598286,37.78328787354911,6,IND,far,Primary School,38855,1
29956,Sunday,Winter,19,TENDERLOIN,"ARREST, BOOKED",-122.41132836931101,37.785996305047604,6,CDC,close,Pre-School,42743,0
7098,Sunday,Winter,16,CENTRAL,"ARREST, BOOKED",-122.418090766692,37.7861007451645,6,CDC,very far,Pre-School,10236,0
3842,Saturday,Fall,1,MISSION,"ARREST, BOOKED",-122.43403618213999,37.7632941952462,8,PS,very far,Primary School,5440,1
5801,Thursday,Winter,21,TENDERLOIN,"ARREST, BOOKED",-122.416099193953,37.7849300262869,6,CDC,far,Pre-School,8395,1
8447,Tuesday,Winter,15,BAYVIEW,"ARREST, BOOKED",-122.390521939554,37.7375439838695,10,CDC,far,Pre-School,12179,1
16420,Wednesday,Winter,18,SOUTHERN,"ARREST, BOOKED",-122.394688229661,37.7889437645084,6,CDC,close,Pre-School,23586,2
1568,Wednesday,Fall,13,TENDERLOIN,"ARREST, BOOKED",-122.408040474858,37.786409403361795,3,IND,far,High School,2200,2
28714,Friday,Fall,16,TENDERLOIN,"ARREST, BOOKED",-122.41241426358101,37.7830037964534,6,IND,very close,Primary School,40983,1
5933,Tuesday,Spring,13,TENDERLOIN,"ARREST, BOOKED",-122.414406029855,37.7841907151119,6,CDC,very close,Pre-School,8586,1
16143,Friday,Spring,14,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,23210,1
19975,Monday,Fall,12,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,28698,0
5681,Wednesday,Spring,6,MISSION,"ARREST, BOOKED",-122.409529913278,37.7657184395282,9,CDC,far,Pre-School,8231,2
5415,Tuesday,Fall,14,SOUTHERN,"ARREST, BOOKED",-122.41506488766599,37.7764354063246,6,CDC,far,Pre-School,7839,1
20114,Monday,Summer,19,NORTHERN,"ARREST, BOOKED",-122.421949487547,37.7884881521135,2,CDC,close,Pre-School,28909,2
11196,Saturday,Summer,12,BAYVIEW,"ARREST, BOOKED",-122.390697630726,37.7347969947664,10,PS,far,Primary School,16144,0
11730,Saturday,Fall,2,MISSION,"ARREST, BOOKED",-122.421450411719,37.7532140828822,8,CDC,very close,Pre-School,16920,1
29416,Friday,Winter,16,TARAVAL,NONE,-122.48118317163001,37.7437268170337,4,CDC,very close,Pre-School,41989,1
16438,Wednesday,Summer,18,NORTHERN,"ARREST, BOOKED",-122.429644614552,37.7722642986091,5,CDC,close,Pre-School,23611,1
29383,Monday,Spring,7,SOUTHERN,"ARREST, CITED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,41936,0
12297,Friday,Winter,14,SOUTHERN,NONE,-122.411071423064,37.7817511307229,6,PS,close,High School,17738,0
5288,Thursday,Summer,3,PARK,"ARREST, BOOKED",-122.448901937009,37.7659903591145,5,IND,far,Primary School,7635,0
26295,Friday,Summer,8,SOUTHERN,"ARREST, CITED",-122.40340479147899,37.775420706711,6,PS,far,High School,37573,0
19217,Wednesday,Winter,19,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,27587,0
20967,Monday,Winter,17,RICHMOND,"ARREST, BOOKED",-122.44315596372499,37.784361986033396,5,CDC,very close,Pre-School,30104,1
12357,Sunday,Fall,23,TENDERLOIN,"ARREST, BOOKED",-122.411965795229,37.78491418595621,6,CDC,very close,Pre-School,17828,1
3971,Tuesday,Fall,20,TENDERLOIN,"ARREST, BOOKED",-122.413609328985,37.784696907904,6,CDC,very close,Pre-School,5638,1
4850,Friday,Summer,12,BAYVIEW,JUVENILE BOOKED,-122.39434785768,37.7499131969111,10,IND,very close,High School,7008,0
26654,Friday,Summer,13,PARK,"ARREST, BOOKED",-122.453563238036,37.7696403896003,5,IND,close,High School,38065,0
24876,Friday,Spring,23,INGLESIDE,"ARREST, BOOKED",-122.420864146521,37.71219982598,10,PS,far,Primary School,35565,0
6990,Saturday,Fall,15,BAYVIEW,"ARREST, BOOKED",-122.391109751738,37.7274780810185,10,CDC,very far,Pre-School,10083,1
20843,Thursday,Spring,18,INGLESIDE,JUVENILE CITED,-122.440996280679,37.7154402669441,11,IND,very far,High School,29927,0
66,Tuesday,Winter,19,SOUTHERN,JUVENILE BOOKED,-122.404270179486,37.78447885387449,6,CC,very close,College,96,4
10301,Monday,Fall,15,TENDERLOIN,"ARREST, BOOKED",-122.410768766343,37.7832145190013,6,IND,close,Primary School,14842,1
1718,Thursday,Fall,17,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,2407,1
4431,Thursday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.41421780432199,37.7832593295025,6,CDC,close,Pre-School,6367,4
29025,Sunday,Fall,21,INGLESIDE,"ARREST, BOOKED",-122.43058190412201,37.729596808294396,11,PS,very far,Primary School,41424,2
22269,Friday,Spring,18,TENDERLOIN,"ARREST, BOOKED",-122.409853729941,37.7833862379382,6,IND,far,Primary School,31890,1
2202,Thursday,Winter,15,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,3101,0
11820,Sunday,Spring,3,BAYVIEW,"ARREST, BOOKED",-122.39773405961901,37.7300448175493,10,PS,very far,Primary School,17050,1
21021,Thursday,Fall,20,TENDERLOIN,"ARREST, BOOKED",-122.411615075408,37.7831614109395,6,IND,very close,Primary School,30175,1
2911,Friday,Spring,4,TENDERLOIN,"ARREST, BOOKED",-122.410791677645,37.7836952269749,6,IND,close,Primary School,4114,2
415,Thursday,Winter,10,TARAVAL,NONE,-122.48130501918399,37.747461318190496,4,PS,close,High School,612,0
7402,Friday,Winter,13,TENDERLOIN,NONE,-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,10704,1
11011,Thursday,Spring,17,TENDERLOIN,"ARREST, BOOKED",-122.414900544562,37.7827419623926,6,CDC,close,Pre-School,15879,1
14841,Wednesday,Winter,22,SOUTHERN,"ARREST, BOOKED",-122.408162953857,37.780534538527796,6,IND,very far,Pre-School,21345,1
16469,Tuesday,Summer,20,NORTHERN,"ARREST, BOOKED",-122.418729600557,37.785007503993,6,CDC,close,Pre-School,23650,1
13326,Thursday,Winter,19,BAYVIEW,"ARREST, BOOKED",-122.39014562081002,37.741107276471894,10,CC,very far,College,19212,1
1713,Thursday,Fall,12,NORTHERN,"ARREST, BOOKED",-122.420211964949,37.7882225424263,3,PS,close,Primary School,2402,0
3850,Monday,Fall,23,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,5454,1
14666,Monday,Fall,13,TENDERLOIN,"ARREST, BOOKED",-122.411965795229,37.78491418595621,6,CDC,very close,Pre-School,21113,1
10375,Wednesday,Winter,20,NORTHERN,"ARREST, BOOKED",-122.421572274151,37.7866181600998,2,CDC,close,Pre-School,14950,4
16403,Thursday,Spring,16,PARK,"ARREST, BOOKED",-122.45353456066002,37.76916629780521,5,IND,close,High School,23567,0
21874,Tuesday,Spring,13,SOUTHERN,"ARREST, BOOKED",-122.408953598279,37.783287873572,6,IND,far,Primary School,31357,1
10689,Sunday,Winter,11,NORTHERN,"ARREST, BOOKED",-122.42384643632099,37.7808359486502,5,PS,close,High School,15407,1
16749,Thursday,Summer,14,TENDERLOIN,"ARREST, BOOKED",-122.412784096509,37.7848656939297,6,CDC,close,Pre-School,24065,1
28172,Thursday,Spring,1,NORTHERN,"ARREST, BOOKED",-122.417885441042,37.785437847196796,6,CDC,far,Pre-School,40210,1
18356,Thursday,Fall,18,INGLESIDE,NONE,-122.441553000987,37.7157548877789,11,IND,very far,High School,26370,2
334,Thursday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.41421780432199,37.7832593295025,6,CDC,close,Pre-School,492,2
24971,Thursday,Winter,16,SOUTHERN,"ARREST, CITED",-122.40340479147899,37.775420706711,6,PS,far,High School,35683,0
16188,Tuesday,Summer,13,SOUTHERN,"ARREST, BOOKED",-122.420010175609,37.7701099298175,6,CDC,far,Pre-School,23269,2
13649,Tuesday,Spring,17,RICHMOND,"ARREST, BOOKED",-122.46620466789301,37.7725405391593,1,CDC,close,Pre-School,19669,0
18117,Wednesday,Fall,2,TENDERLOIN,"ARREST, BOOKED",-122.416893710739,37.7842860480389,6,CDC,far,Pre-School,26025,1
15140,Wednesday,Summer,8,TENDERLOIN,"ARREST, BOOKED",-122.410791677645,37.7836952269749,6,IND,close,Primary School,21750,2
8524,Tuesday,Winter,16,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039696758,6,IND,close,Primary School,12293,0
20502,Saturday,Summer,18,TENDERLOIN,"ARREST, BOOKED",-122.411965795229,37.78491418595621,6,CDC,very close,Pre-School,29462,1
19951,Monday,Winter,14,TENDERLOIN,NONE,-122.413069926397,37.7820204255866,6,PS,very close,High School,28667,1
3165,Wednesday,Summer,16,TENDERLOIN,"ARREST, BOOKED",-122.415642487855,37.7788323158792,6,CC,close,College,4467,0
12176,Thursday,Spring,17,BAYVIEW,NONE,-122.390971734594,37.73401521810371,10,PS,far,Primary School,17564,0
29916,Tuesday,Fall,22,NORTHERN,"ARREST, BOOKED",-122.42040246368299,37.7891643767731,3,PS,close,Primary School,42695,2
4502,Saturday,Spring,10,MISSION,"ARREST, BOOKED",-122.41967661615,37.7658510977435,9,PS,very close,Primary School,6484,0
19855,Thursday,Spring,11,RICHMOND,JUVENILE CITED,-122.489012271756,37.7789096578094,1,PS,far,High School,28519,0
25722,Sunday,Summer,16,SOUTHERN,"ARREST, CITED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,36757,0
28174,Thursday,Fall,11,MISSION,"ARREST, BOOKED",-122.41577026403999,37.7580118295123,9,PS,far,High School,40212,2
10343,Saturday,Fall,19,TENDERLOIN,"ARREST, BOOKED",-122.415858343095,37.7830505366842,6,CDC,far,Pre-School,14906,1
3895,Thursday,Fall,19,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,5529,2
24171,Wednesday,Spring,22,BAYVIEW,"ARREST, BOOKED",-122.39831531485599,37.7181339755846,10,PS,far,Primary School,34565,1
6227,Wednesday,Winter,19,TENDERLOIN,"ARREST, BOOKED",-122.413069926397,37.7820204255866,6,PS,very close,High School,8999,0
13335,Wednesday,Spring,21,TENDERLOIN,"ARREST, BOOKED",-122.416769999704,37.7795845776674,6,CDC,close,Pre-School,19224,1
14507,Tuesday,Spring,16,MISSION,"ARREST, BOOKED",-122.423321421434,37.7680170125986,8,CDC,close,Pre-School,20892,2
20417,Friday,Summer,19,INGLESIDE,"ARREST, BOOKED",-122.434848419912,37.730912996853796,8,PS,far,Primary School,29337,1
6120,Wednesday,Summer,16,CENTRAL,UNFOUNDED,-122.40618184105,37.7894765068014,3,IND,close,Primary School,8840,4
27178,Wednesday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.412224164736,37.7820729312029,6,PS,very close,High School,38813,0
1343,Wednesday,Summer,23,TARAVAL,"ARREST, CITED",-122.49346849500601,37.729595070845704,7,CDC,very far,Pre-School,1883,0
27731,Thursday,Spring,11,TENDERLOIN,"ARREST, BOOKED",-122.412224164736,37.7820729312029,6,PS,very close,High School,39583,1
8963,Sunday,Winter,22,TENDERLOIN,JUVENILE BOOKED,-122.413631253258,37.7848053746211,6,CDC,close,Pre-School,12894,1
6977,Thursday,Spring,21,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,10065,1
22207,Tuesday,Fall,2,PARK,"ARREST, BOOKED",-122.45398162236499,37.7714278595913,5,IND,close,High School,31808,2
8033,Thursday,Fall,13,MISSION,"ARREST, BOOKED",-122.419814593811,37.7658427213372,9,PS,close,Primary School,11609,1
25930,Sunday,Winter,19,NORTHERN,"ARREST, BOOKED",-122.419458073153,37.7844990197997,6,CDC,close,Pre-School,37049,1
4138,Tuesday,Winter,15,MISSION,"ARREST, BOOKED",-122.41952899882601,37.762877666705606,9,CDC,far,Pre-School,5865,1
27201,Friday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.412054141237,37.7816136403158,6,PS,close,High School,38847,0
16657,Thursday,Fall,9,SOUTHERN,"ARREST, BOOKED",-122.404636264759,37.7842645474624,6,CC,very close,College,23938,0
25617,Wednesday,Fall,20,MISSION,"ARREST, BOOKED",-122.41407332511001,37.7516845989529,9,CDC,close,Pre-School,36595,1
25577,Monday,Spring,2,SOUTHERN,"ARREST, BOOKED",-122.409391574893,37.7779765037999,6,CDC,far,Pre-School,36535,2
24656,Wednesday,Summer,14,TENDERLOIN,NONE,-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,35242,4
27815,Friday,Summer,19,BAYVIEW,"ARREST, BOOKED",-122.389865610375,37.737169944651704,10,CDC,very far,Pre-School,39701,1
2746,Saturday,Spring,16,PARK,"ARREST, BOOKED",-122.44778307055901,37.769954950346495,5,IND,close,High School,3890,6
19766,Wednesday,Winter,16,SOUTHERN,"ARREST, BOOKED",-122.40871060666299,37.78097067220529,6,IND,very far,Pre-School,28397,1
26856,Friday,Fall,3,TENDERLOIN,"ARREST, BOOKED",-122.413609328985,37.784696907904,6,CDC,very close,Pre-School,38347,1
3474,Tuesday,Summer,0,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,4903,1
3184,Monday,Summer,12,TENDERLOIN,NONE,-122.41149083988199,37.786468343359104,6,CDC,close,Pre-School,4495,0
28786,Tuesday,Summer,19,TENDERLOIN,"ARREST, BOOKED",-122.413259498719,37.7829514828801,6,IND,very close,Primary School,41084,4
26914,Friday,Summer,18,INGLESIDE,"ARREST, BOOKED",-122.451954177917,37.7120558827021,11,IND,very far,High School,38430,1
2047,Wednesday,Winter,13,SOUTHERN,"ARREST, BOOKED",-122.41431785788099,37.7799444052046,6,CC,very close,College,2868,4
15579,Friday,Winter,12,INGLESIDE,"ARREST, BOOKED",-122.424896829226,37.7235815692107,11,PS,very far,High School,22397,0
29028,Sunday,Summer,20,TENDERLOIN,"ARREST, BOOKED",-122.41367937688801,37.7809258336852,6,CDC,close,Pre-School,41427,2
27240,Wednesday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.41241426358101,37.7830037964534,6,IND,very close,Primary School,38901,4
10754,Thursday,Summer,16,PARK,NONE,-122.43892863119899,37.780587449040105,5,IND,very close,Pre-School,15502,1
16526,Wednesday,Summer,23,TENDERLOIN,"ARREST, BOOKED",-122.412569415086,37.7858955061569,6,CDC,close,Pre-School,23728,1
27076,Friday,Fall,23,TENDERLOIN,"ARREST, BOOKED",-122.41076876635,37.7832145189783,6,IND,close,Primary School,38658,1
16325,Thursday,Fall,23,TENDERLOIN,"ARREST, BOOKED",-122.415694922134,37.7825851968467,6,CDC,close,Pre-School,23466,1
17262,Monday,Spring,1,MISSION,NONE,-122.41965834371,37.7642205603745,9,PS,far,Primary School,24801,1
15090,Thursday,Fall,17,TENDERLOIN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,21671,1
10410,Thursday,Summer,0,TARAVAL,"ARREST, BOOKED",-122.47822252450199,37.7485506736205,4,CDC,very close,Pre-School,15007,0
4108,Tuesday,Summer,22,RICHMOND,"ARREST, BOOKED",-122.443209875652,37.78531024032221,5,CDC,close,Pre-School,5824,0
13897,Saturday,Spring,16,TENDERLOIN,"ARREST, BOOKED",-122.41379841586901,37.7856297942374,6,CDC,close,Pre-School,20019,0
6675,Thursday,Fall,13,TENDERLOIN,"ARREST, BOOKED",-122.413869632561,37.781862188279206,6,CDC,very close,Pre-School,9636,1
8421,Tuesday,Spring,18,TENDERLOIN,NONE,-122.410768766343,37.7832145190013,6,IND,close,Primary School,12147,2
26465,Friday,Fall,11,SOUTHERN,"ARREST, BOOKED",-122.410334776842,37.772814036200295,6,IND,close,Primary School,37804,2
26107,Tuesday,Fall,18,TENDERLOIN,"ARREST, BOOKED",-122.414056291898,37.7827931070777,6,CDC,very close,Pre-School,37313,1
14925,Wednesday,Fall,20,BAYVIEW,"ARREST, BOOKED",-122.37948693700599,37.7348550480451,10,PS,close,Primary School,21455,4
16755,Sunday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.417107256373,37.785323829209396,6,CDC,very far,Pre-School,24072,1
7176,Friday,Fall,14,MISSION,NONE,-122.40753833231899,37.7657827544276,10,IND,very far,Primary School,10353,4
12212,Wednesday,Fall,10,BAYVIEW,"ARREST, BOOKED",-122.387742655252,37.7370190941171,10,CDC,close,Pre-School,17615,4
956,Wednesday,Spring,12,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,1337,1
10834,Wednesday,Spring,16,NORTHERN,"ARREST, BOOKED",-122.417999278691,37.7856407526644,6,CDC,far,Pre-School,15617,4
21126,Friday,Spring,16,TENDERLOIN,"ARREST, BOOKED",-122.411800134753,37.784089036686794,6,IND,very close,Primary School,30324,1
8205,Tuesday,Winter,21,SOUTHERN,"ARREST, BOOKED",-122.411979487494,37.7809039696758,6,IND,close,Primary School,11842,0
23146,Wednesday,Winter,17,MISSION,JUVENILE BOOKED,-122.418687919804,37.7642753857061,9,PS,far,Primary School,33117,1
14530,Monday,Fall,8,TENDERLOIN,"ARREST, BOOKED",-122.413237516676,37.78284302332129,6,IND,very close,Primary School,20920,1
10446,Thursday,Summer,17,PARK,NONE,-122.446472679005,37.775801594391204,5,CC,far,College,15065,1
12890,Tuesday,Fall,23,TENDERLOIN,"ARREST, BOOKED",-122.41443315507,37.7846576329026,6,CDC,close,Pre-School,18617,1
25307,Tuesday,Spring,16,SOUTHERN,"ARREST, BOOKED",-122.408162953857,37.780534538527796,6,IND,very far,Pre-School,36162,1
27963,Wednesday,Fall,19,MISSION,"ARREST, BOOKED",-122.418448186101,37.7522391652625,9,PS,close,Primary School,39921,0
24787,Monday,Winter,21,TENDERLOIN,"ARREST, BOOKED",-122.414433155063,37.7846576329256,6,CDC,close,Pre-School,35438,1
20177,Wednesday,Spring,18,BAYVIEW,"ARREST, BOOKED",-122.396516098253,37.7523112196847,10,PS,far,Primary School,29005,0
4729,Tuesday,Spring,19,BAYVIEW,"ARREST, BOOKED",-122.387333128097,37.7301293029766,10,PS,far,Primary School,6830,4
14338,Tuesday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.414593411257,37.7845808066125,6,CDC,close,Pre-School,20640,0
28427,Saturday,Fall,12,TENDERLOIN,"ARREST, BOOKED",-122.413237516676,37.78284302332129,6,IND,very close,Primary School,40582,4
5955,Sunday,Winter,12,MISSION,"ARREST, BOOKED",-122.42058044011101,37.7649968622937,9,PS,far,Primary School,8618,1
24849,Saturday,Summer,8,TENDERLOIN,"ARREST, BOOKED",-122.414269361877,37.7842081124308,6,CDC,very close,Pre-School,35521,1
3448,Sunday,Summer,18,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,4869,1
28554,Saturday,Spring,11,MISSION,"ARREST, BOOKED",-122.406539115148,37.7564864109309,9,PS,far,High School,40753,0
2834,Saturday,Spring,0,INGLESIDE,"ARREST, BOOKED",-122.43307534135,37.726854596498,11,PS,close,Primary School,4011,2
15664,Sunday,Winter,9,MISSION,"ARREST, BOOKED",-122.41967661615,37.7658510977435,9,PS,very close,Primary School,22515,1
29389,Wednesday,Fall,15,INGLESIDE,"ARREST, BOOKED",-122.42228665168899,37.7420041169835,8,PS,far,Primary School,41948,1
27921,Wednesday,Spring,15,PARK,"ARREST, CITED",-122.43920139600901,37.77763423137971,5,CDC,very close,Pre-School,39862,0
22045,Wednesday,Summer,23,TENDERLOIN,"ARREST, BOOKED",-122.414242955907,37.783724025447796,6,CDC,very close,Pre-School,31583,1
9076,Sunday,Winter,22,NORTHERN,"ARREST, BOOKED",-122.42096377738501,37.787704634857796,2,CDC,close,Pre-School,13057,0
6414,Saturday,Summer,17,NORTHERN,"ARREST, BOOKED",-122.42769976632201,37.7877002417804,5,IND,close,High School,9260,0
22814,Sunday,Fall,4,BAYVIEW,"ARREST, BOOKED",-122.39131674967501,37.7365594026335,10,CDC,far,Pre-School,32644,1
20150,Monday,Fall,17,BAYVIEW,"ARREST, BOOKED",-122.378928955993,37.7352990706774,10,PS,far,Primary School,28962,4
15885,Monday,Fall,20,PARK,"ARREST, BOOKED",-122.450709919144,37.7695262270693,5,IND,far,High School,22843,0
26958,Wednesday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.40984944165501,37.78327552025671,6,IND,far,Primary School,38491,1
21125,Monday,Fall,17,MISSION,"ARREST, BOOKED",-122.415229420851,37.758808343641206,9,PS,close,High School,30323,2
11860,Monday,Summer,0,TENDERLOIN,"ARREST, BOOKED",-122.414433155063,37.7846576329256,6,CDC,close,Pre-School,17101,4
25662,Saturday,Winter,9,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,36664,1
3123,Friday,Summer,17,SOUTHERN,NONE,-122.411071423064,37.7817511307229,6,PS,close,High School,4409,0
12077,Wednesday,Fall,13,SOUTHERN,"ARREST, BOOKED",-122.40738717209801,37.7810688918781,6,IND,very far,Pre-School,17423,3
5306,Saturday,Summer,22,SOUTHERN,JUVENILE BOOKED,-122.409605982336,37.77772634147121,6,CDC,far,Pre-School,7663,0
12171,Tuesday,Winter,17,TENDERLOIN,"ARREST, BOOKED",-122.41241426358101,37.7830037964534,6,IND,very close,Primary School,17559,1
28687,Monday,Summer,14,TENDERLOIN,"ARREST, BOOKED",-122.41198764359501,37.7850226622786,6,CDC,very close,Pre-School,40944,1
8734,Monday,Summer,22,TENDERLOIN,"ARREST, BOOKED",-122.416261836834,37.78537508463761,6,CDC,far,Pre-School,12589,2
27394,Wednesday,Spring,12,SOUTHERN,"ARREST, BOOKED",-122.407163046962,37.7797376338762,6,PS,very far,Primary School,39116,1
16789,Friday,Fall,17,MISSION,"ARREST, BOOKED",-122.42238859985201,37.7648319521443,8,IND,far,Primary School,24128,2
8009,Thursday,Fall,17,SOUTHERN,"ARREST, BOOKED",-122.39961755878201,37.78079065500671,6,PS,close,Primary School,11571,1
20634,Tuesday,Fall,22,BAYVIEW,"ARREST, BOOKED",-122.39068958255699,37.735217228007706,10,PS,far,Primary School,29641,0
28994,Saturday,Winter,22,NORTHERN,"ARREST, BOOKED",-122.42002595593901,37.7830500140737,6,CDC,close,Pre-School,41380,1
24163,Sunday,Winter,19,SOUTHERN,"ARREST, CITED",-122.39584829916099,37.781321047413996,6,PS,very far,Primary School,34555,0
9977,Monday,Summer,15,INGLESIDE,"ARREST, BOOKED",-122.437898876177,37.716320502044795,11,IND,far,High School,14368,2
29839,Thursday,Summer,16,INGLESIDE,"ARREST, BOOKED",-122.410829623764,37.73473317180171,9,IND,far,Primary School,42596,2
17277,Thursday,Winter,9,SOUTHERN,"ARREST, BOOKED",-122.41029351969699,37.7822305869807,6,IND,far,Primary School,24826,1
5835,Saturday,Summer,7,MISSION,"ARREST, BOOKED",-122.421057854839,37.766598778147795,9,PS,close,Primary School,8441,1
25427,Saturday,Summer,17,MISSION,"ARREST, BOOKED",-122.414481854744,37.75006497185429,9,CDC,far,Pre-School,36319,1
4748,Saturday,Spring,0,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,6858,1
24902,Wednesday,Fall,21,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,35599,1
20458,Wednesday,Spring,17,BAYVIEW,NONE,-122.390521939597,37.737543983901,10,CDC,far,Pre-School,29394,1
7114,Saturday,Spring,14,MISSION,"ARREST, BOOKED",-122.426153349478,37.7606186794333,8,PS,close,High School,10256,6
8144,Sunday,Spring,17,TENDERLOIN,"ARREST, BOOKED",-122.411778295992,37.7839805592634,6,IND,very close,Primary School,11758,4
