,DayOfWeek,Date,Time,PdDistrict,Resolution,X,Y,Supervisor District,General Type,Distance,School Type,Sample num,Descript
26409,Wednesday,Spring,9,TENDERLOIN,"ARREST, BOOKED",-122.41219255572099,37.781604574125204,6,PS,close,High School,37725,0
7771,Saturday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.413259498719,37.7829514828801,6,IND,very close,Primary School,11243,4
3540,Monday,Summer,1,RICHMOND,"ARREST, BOOKED",-122.45258693865601,37.7864601412645,2,CDC,far,Pre-School,5001,2
26265,Tuesday,Fall,19,TENDERLOIN,"ARREST, BOOKED",-122.413237516676,37.78284302332129,6,IND,very close,Primary School,37525,4
12192,Monday,Spring,17,INGLESIDE,"ARREST, BOOKED",-122.42122878644899,37.7452607746654,9,CDC,far,Pre-School,17587,0
4034,Thursday,Fall,20,SOUTHERN,"ARREST, BOOKED",-122.41436013877899,37.776430169375104,6,CDC,far,Pre-School,5731,4
18886,Thursday,Winter,17,SOUTHERN,"ARREST, BOOKED",-122.42218826142599,37.7726948236861,6,CC,close,College,27117,2
21572,Tuesday,Spring,18,INGLESIDE,"ARREST, BOOKED",-122.444742271009,37.712622934037796,11,PS,far,Primary School,30941,4
14305,Wednesday,Spring,18,SOUTHERN,"ARREST, BOOKED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,20594,1
5216,Thursday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.414242955907,37.783724025447796,6,CDC,very close,Pre-School,7541,2
3234,Tuesday,Summer,19,PARK,"ARREST, BOOKED",-122.453376250788,37.7687142722405,5,IND,far,High School,4564,0
56,Monday,Winter,17,TENDERLOIN,"ARREST, CITED",-122.412224164736,37.7820729312029,6,PS,very close,High School,79,0
13500,Monday,Winter,0,NORTHERN,"ARREST, BOOKED",-122.421893134467,37.779891233614,5,PS,close,High School,19468,1
9215,Tuesday,Summer,16,MISSION,"ARREST, BOOKED",-122.42027922768,37.7481246616016,9,CDC,close,Pre-School,13245,4
28752,Wednesday,Spring,20,TENDERLOIN,"ARREST, BOOKED",-122.412224164736,37.7820729312029,6,PS,very close,High School,41034,0
9917,Thursday,Winter,17,SOUTHERN,"ARREST, BOOKED",-122.42361948890301,37.7717157193451,5,CDC,very close,Pre-School,14279,2
26321,Sunday,Fall,12,BAYVIEW,"ARREST, BOOKED",-122.405235331357,37.7406551031553,10,IND,far,Pre-School,37611,4
24241,Tuesday,Spring,14,SOUTHERN,NONE,-122.40650848700301,37.7803313209065,6,PS,very far,Primary School,34659,1
29512,Saturday,Spring,1,TENDERLOIN,"ARREST, BOOKED",-122.415858343095,37.7830505366842,6,CDC,far,Pre-School,42122,1
2952,Sunday,Spring,18,PARK,NONE,-122.452728322759,37.7693241293319,5,IND,close,High School,4175,2
10699,Saturday,Spring,16,RICHMOND,"ARREST, BOOKED",-122.459486902729,37.7741658244605,1,CDC,very far,Pre-School,15423,2
23783,Saturday,Spring,22,MISSION,"ARREST, BOOKED",-122.420580440119,37.76499686229821,9,PS,far,Primary School,33994,0
707,Thursday,Winter,16,NORTHERN,"ARREST, BOOKED",-122.417999278691,37.7856407526644,6,CDC,far,Pre-School,989,1
29853,Saturday,Summer,19,MISSION,"ARREST, BOOKED",-122.40925614414101,37.7543991876861,9,PS,close,High School,42614,0
11184,Tuesday,Fall,2,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,16126,4
13418,Saturday,Fall,6,TENDERLOIN,"ARREST, BOOKED",-122.41076876635,37.7832145189783,6,IND,close,Primary School,19344,1
6914,Thursday,Fall,19,NORTHERN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,9969,1
19864,Saturday,Fall,9,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,28533,0
29696,Thursday,Spring,22,NORTHERN,"ARREST, BOOKED",-122.418182397674,37.7865662290665,3,PS,very far,Primary School,42390,2
11320,Thursday,Spring,21,TENDERLOIN,"ARREST, BOOKED",-122.413869632561,37.781862188279206,6,CDC,very close,Pre-School,16323,1
2246,Tuesday,Winter,17,SOUTHERN,"ARREST, CITED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,3158,0
28750,Saturday,Winter,9,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,41032,1
23220,Wednesday,Fall,15,NORTHERN,"ARREST, BOOKED",-122.431046366089,37.7830295716044,5,CDC,close,Pre-School,33225,5
24264,Monday,Fall,15,NORTHERN,"ARREST, BOOKED",-122.42812986551901,37.7814240041364,5,CDC,close,Pre-School,34701,0
9301,Wednesday,Spring,0,TENDERLOIN,"ARREST, BOOKED",-122.41714684383601,37.781446350134004,6,CDC,close,Pre-School,13379,1
19340,Thursday,Fall,13,TENDERLOIN,"ARREST, BOOKED",-122.41459383195401,37.7851199839553,6,CDC,close,Pre-School,27764,1
12522,Sunday,Spring,20,TARAVAL,"ARREST, BOOKED",-122.468323725539,37.761128465488895,7,IND,close,Pre-School,18065,0
27285,Saturday,Spring,19,NORTHERN,"ARREST, BOOKED",-122.43087573273701,37.7846092514916,5,PS,far,Primary School,38967,1
603,Monday,Winter,15,TENDERLOIN,"ARREST, BOOKED",-122.417903977564,37.785167087551706,6,CDC,far,Pre-School,866,1
12361,Thursday,Summer,23,MISSION,"ARREST, BOOKED",-122.41657266748301,37.7563562905072,9,PS,far,Primary School,17835,0
22853,Monday,Spring,20,TENDERLOIN,"ARREST, BOOKED",-122.409268441444,37.7837998723601,6,IND,far,Primary School,32694,2
27181,Monday,Winter,19,SOUTHERN,"ARREST, BOOKED",-122.40816295386401,37.780534538504895,6,IND,very far,Pre-School,38816,1
18471,Saturday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.416261836834,37.78537508463761,6,CDC,far,Pre-School,26540,4
18010,Monday,Fall,18,MISSION,NONE,-122.41965834371,37.7642205603745,9,PS,far,Primary School,25879,1
11207,Saturday,Winter,4,CENTRAL,"ARREST, BOOKED",-122.41417943719,37.787502483207,3,IND,far,High School,16158,1
22630,Wednesday,Winter,19,SOUTHERN,"ARREST, CITED",-122.40340479147899,37.775420706711,6,PS,far,High School,32394,0
20871,Saturday,Spring,0,CENTRAL,"ARREST, BOOKED",-122.413988841812,37.7865685406761,6,CDC,far,Pre-School,29967,1
20197,Monday,Fall,15,PARK,"ARREST, BOOKED",-122.453376250788,37.7687142722405,5,IND,far,High School,29032,1
13825,Wednesday,Summer,16,TENDERLOIN,"ARREST, BOOKED",-122.415669661443,37.7821198488931,6,CDC,close,Pre-School,19914,1
10681,Sunday,Spring,1,SOUTHERN,NONE,-122.40650848700301,37.7803313209065,6,PS,very far,Primary School,15397,2
9427,Wednesday,Summer,16,BAYVIEW,"ARREST, BOOKED",-122.39041695551701,37.7355926106176,10,PS,far,Primary School,13566,0
9689,Friday,Spring,18,MISSION,NONE,-122.41965834371,37.7642205603745,9,PS,far,Primary School,13944,1
18179,Sunday,Spring,22,SOUTHERN,"ARREST, BOOKED",-122.408673540372,37.7800574377607,6,IND,very far,Pre-School,26116,2
21094,Sunday,Spring,11,TENDERLOIN,"ARREST, BOOKED",-122.412970537591,37.78578837668879,6,CDC,close,Pre-School,30281,1
2630,Tuesday,Spring,17,PARK,NONE,-122.435637436721,37.7681694346175,8,PS,close,Primary School,3712,5
29049,Tuesday,Summer,0,TENDERLOIN,"ARREST, BOOKED",-122.415910622743,37.7839999167561,6,CDC,close,Pre-School,41463,1
17424,Friday,Fall,14,SOUTHERN,NONE,-122.390321524494,37.78813418743611,6,CDC,close,Pre-School,25041,6
9818,Thursday,Winter,13,TENDERLOIN,"ARREST, BOOKED",-122.412054141237,37.7816136403158,6,PS,close,High School,14125,0
11304,Monday,Fall,15,SOUTHERN,"ARREST, BOOKED",-122.40891322980801,37.781211650766295,6,IND,very far,Pre-School,16302,2
12895,Friday,Fall,23,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,18622,1
713,Wednesday,Winter,13,BAYVIEW,"ARREST, CITED",-122.38399569989402,37.7291138540107,10,PS,very far,Primary School,995,0
3769,Sunday,Fall,19,BAYVIEW,"ARREST, BOOKED",-122.383085144615,37.7317523387371,10,PS,far,Primary School,5336,1
24566,Saturday,Winter,14,PARK,"ARREST, BOOKED",-122.45512727517,37.7695200227183,5,IND,far,High School,35118,0
132,Wednesday,Winter,18,BAYVIEW,"ARREST, BOOKED",-122.388204239979,37.7418910563993,10,CC,very far,College,192,0
25456,Monday,Spring,17,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,36359,1
20891,Monday,Winter,0,TENDERLOIN,"ARREST, BOOKED",-122.410928353347,37.7836778741124,6,IND,close,Primary School,29992,1
11061,Friday,Winter,23,TENDERLOIN,"ARREST, BOOKED",-122.410157073911,37.784297384331204,6,CDC,close,Pre-School,15955,2
25784,Thursday,Winter,7,PARK,NONE,-122.454959893628,37.7563985558047,7,PS,very far,Primary School,36841,0
975,Saturday,Spring,7,SOUTHERN,"ARREST, BOOKED",-122.417104895556,37.774324286790794,6,CDC,far,Pre-School,1366,1
13413,Saturday,Spring,20,BAYVIEW,"ARREST, BOOKED",-122.406066200535,37.7322385295219,10,CDC,very far,Pre-School,19337,0
10652,Sunday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.40340479147899,37.775420706711,6,PS,far,High School,15355,2
11067,Thursday,Summer,12,SOUTHERN,"ARREST, BOOKED",-122.395411806894,37.777355162376296,6,CDC,far,Pre-School,15964,0
13237,Wednesday,Summer,15,PARK,NONE,-122.45868018978202,37.748155469233204,7,CDC,close,Pre-School,19091,0
1068,Thursday,Spring,17,TENDERLOIN,"ARREST, BOOKED",-122.414433155063,37.7846576329256,6,CDC,close,Pre-School,1490,1
5753,Wednesday,Spring,1,NORTHERN,"ARREST, BOOKED",-122.419366294797,37.78402804520321,6,CDC,very close,Pre-School,8331,1
3121,Thursday,Summer,22,SOUTHERN,NOT PROSECUTED,-122.408595110869,37.7837069301545,6,IND,very far,Primary School,4407,1
18755,Wednesday,Summer,18,PARK,"ARREST, BOOKED",-122.449647662955,37.76966191958461,5,IND,far,Primary School,26944,3
10054,Thursday,Spring,20,TENDERLOIN,NONE,-122.412970537591,37.78578837668879,6,CDC,close,Pre-School,14489,1
14064,Wednesday,Fall,22,TENDERLOIN,"ARREST, BOOKED",-122.416893710739,37.7842860480389,6,CDC,far,Pre-School,20255,1
14294,Sunday,Summer,21,TENDERLOIN,"ARREST, BOOKED",-122.417107256373,37.785323829209396,6,CDC,very far,Pre-School,20574,1
4922,Tuesday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.41367937688801,37.7809258336852,6,CDC,close,Pre-School,7115,0
1341,Thursday,Summer,15,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,1881,1
22652,Wednesday,Spring,0,BAYVIEW,"ARREST, BOOKED",-122.392297310725,37.721470819713,10,CDC,very far,Pre-School,32423,2
1360,Wednesday,Summer,16,TENDERLOIN,"ARREST, BOOKED",-122.415508242782,37.7816542806076,6,CDC,close,Pre-School,1911,1
23665,Monday,Spring,3,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,33835,0
12608,Sunday,Spring,17,NORTHERN,"ARREST, BOOKED",-122.41827417166,37.7870372043685,3,PS,far,Primary School,18182,2
27036,Wednesday,Summer,21,MISSION,"ARREST, BOOKED",-122.41531378820999,37.7532172678798,9,IND,close,High School,38601,1
7182,Wednesday,Winter,7,SOUTHERN,"ARREST, BOOKED",-122.41251534135598,37.78047774805079,6,IND,close,Pre-School,10362,2
10595,Saturday,Spring,14,TENDERLOIN,"ARREST, BOOKED",-122.411615075408,37.7831614109395,6,IND,very close,Primary School,15272,1
1409,Wednesday,Summer,13,SOUTHERN,"ARREST, CITED",-122.41251534135598,37.78047774805079,6,IND,close,Pre-School,1975,0
10313,Tuesday,Summer,12,NORTHERN,"ARREST, BOOKED",-122.429252101312,37.7748946056341,5,IND,very close,Primary School,14863,2
8710,Thursday,Summer,22,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,12559,4
16447,Friday,Summer,21,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,23620,1
1985,Wednesday,Winter,12,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,2783,0
19355,Thursday,Winter,16,BAYVIEW,"ARREST, BOOKED",-122.38499543408999,37.7325333188542,10,PS,close,Primary School,27784,1
5872,Thursday,Winter,12,MISSION,NONE,-122.41965834371,37.7642205603745,9,PS,far,Primary School,8493,1
18938,Sunday,Summer,1,MISSION,NOT PROSECUTED,-122.419515708406,37.7634292328496,9,CDC,far,Pre-School,27200,1
10866,Thursday,Winter,19,BAYVIEW,"ARREST, BOOKED",-122.39143178651301,37.735284241529705,10,PS,far,Primary School,15659,0
12344,Monday,Spring,23,NORTHERN,"ARREST, BOOKED",-122.417367329727,37.7828626236813,6,CDC,far,Pre-School,17802,1
768,Friday,Winter,13,TENDERLOIN,"ARREST, BOOKED",-122.414619686906,37.785583058846996,6,CDC,close,Pre-School,1068,2
26081,Thursday,Spring,14,INGLESIDE,"ARREST, BOOKED",-122.445880710808,37.7148844942708,11,PS,very far,Primary School,37277,0
3122,Friday,Summer,17,SOUTHERN,NONE,-122.411071423064,37.7817511307229,6,PS,close,High School,4408,0
16348,Tuesday,Fall,8,SOUTHERN,"ARREST, BOOKED",-122.411071423064,37.7817511307229,6,PS,close,High School,23497,0
17152,Monday,Spring,16,BAYVIEW,"ARREST, BOOKED",-122.38977468310699,37.7352265862394,10,PS,close,Primary School,24656,2
3095,Sunday,Summer,14,NORTHERN,"ARREST, BOOKED",-122.422172980067,37.785166723176495,5,IND,close,Primary School,4370,0
19756,Saturday,Summer,15,BAYVIEW,"ARREST, BOOKED",-122.38942129908199,37.729353849275896,10,CDC,far,Pre-School,28384,1
1093,Tuesday,Spring,8,TENDERLOIN,"ARREST, BOOKED",-122.413869632554,37.7818621883021,6,CDC,very close,Pre-School,1527,1
15803,Tuesday,Summer,22,MISSION,"ARREST, BOOKED",-122.424757679547,37.7664306594374,8,CDC,close,Pre-School,22719,2
1326,Friday,Summer,18,SOUTHERN,"ARREST, BOOKED",-122.41316085097,37.7774566611807,6,CDC,close,Pre-School,1852,2
16176,Monday,Summer,11,TENDERLOIN,"ARREST, BOOKED",-122.41285712652399,37.7855804361702,6,CDC,close,Pre-School,23254,1
27495,Saturday,Winter,21,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,39249,1
13303,Monday,Fall,8,TENDERLOIN,"ARREST, CITED",-122.415127837608,37.7797870676495,6,CC,very close,College,19182,0
28728,Monday,Fall,18,TENDERLOIN,"ARREST, BOOKED",-122.413047972078,37.781911962829795,6,IND,very close,Primary School,41000,4
20420,Wednesday,Winter,15,SOUTHERN,"ARREST, BOOKED",-122.408068345148,37.7839916768161,6,CC,far,College,29341,0
19797,Sunday,Spring,14,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,28446,1
22712,Friday,Fall,23,NORTHERN,"ARREST, BOOKED",-122.4345637373,37.784150491588704,5,PS,far,High School,32503,0
8907,Wednesday,Winter,14,SOUTHERN,NONE,-122.41029351969699,37.7822305869807,6,IND,far,Primary School,12813,1
6119,Tuesday,Summer,17,MISSION,"ARREST, BOOKED",-122.412846392511,37.75175927557971,9,CDC,close,Pre-School,8838,0
27705,Tuesday,Fall,18,NORTHERN,"ARREST, BOOKED",-122.421734189838,37.7882961275539,2,CDC,close,Pre-School,39545,2
24082,Friday,Spring,14,PARK,"ARREST, BOOKED",-122.452706340322,37.769215670589396,5,IND,close,High School,34443,0
1073,Saturday,Spring,15,MISSION,"ARREST, BOOKED",-122.410067981387,37.752737880572,9,IND,close,Primary School,1496,0
6163,Tuesday,Fall,15,BAYVIEW,"ARREST, BOOKED",-122.38913638360701,37.718732479957,10,PS,close,Primary School,8895,1
13402,Monday,Winter,16,TENDERLOIN,"ARREST, BOOKED",-122.417530696987,37.783310753974,6,CDC,far,Pre-School,19321,4
10858,Sunday,Fall,22,TENDERLOIN,"ARREST, BOOKED",-122.41198764359501,37.7850226622786,6,CDC,very close,Pre-School,15647,1
20825,Thursday,Spring,16,NORTHERN,"ARREST, BOOKED",-122.420745535138,37.774556162761,5,IND,close,High School,29906,2
9476,Thursday,Winter,18,CENTRAL,"ARREST, BOOKED",-122.409061067118,37.79667866375471,3,CDC,close,Pre-School,13640,1
13128,Wednesday,Winter,15,MISSION,"ARREST, BOOKED",-122.41944531067,37.7627134327476,9,CDC,far,Pre-School,18942,1
3807,Saturday,Fall,4,SOUTHERN,"ARREST, BOOKED",-122.420070667868,37.7725377370829,6,CC,close,College,5390,2
9264,Saturday,Fall,2,INGLESIDE,"ARREST, CITED",-122.41860971910201,37.7474453071495,9,CDC,very close,Pre-School,13322,0
28490,Thursday,Winter,13,TENDERLOIN,"ARREST, BOOKED",-122.41379841586901,37.7856297942374,6,CDC,close,Pre-School,40670,1
12852,Monday,Winter,12,MISSION,"ARREST, CITED",-122.406324313914,37.7536322498822,9,CDC,close,Pre-School,18555,5
19713,Sunday,Spring,16,MISSION,"ARREST, BOOKED",-122.40753833231899,37.7657827544276,10,IND,very far,Primary School,28320,0
14213,Tuesday,Fall,20,PARK,"ARREST, BOOKED",-122.44839135364599,37.768864104906704,5,IND,close,Primary School,20474,1
7145,Friday,Winter,1,CENTRAL,NONE,-122.41693893613001,37.7919493361815,3,PS,far,Primary School,10304,1
19309,Friday,Winter,14,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,27725,1
24808,Tuesday,Fall,15,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,35469,0
24754,Tuesday,Fall,9,MISSION,"ARREST, BOOKED",-122.417260520587,37.7570790190504,9,PS,very far,Primary School,35389,1
3790,Wednesday,Fall,22,INGLESIDE,"ARREST, BOOKED",-122.438695075365,37.7196920262929,11,PS,far,High School,5368,1
24303,Monday,Summer,10,NORTHERN,"ARREST, BOOKED",-122.416293820942,37.7774936777121,6,CDC,close,Pre-School,34753,2
7906,Friday,Winter,20,SOUTHERN,"ARREST, BOOKED",-122.41284503153601,37.7748170645635,6,IND,far,Primary School,11430,2
23363,Friday,Spring,22,TENDERLOIN,"ARREST, BOOKED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,33437,1
26086,Monday,Spring,14,SOUTHERN,"ARREST, BOOKED",-122.40856003729601,37.7825859895625,6,IND,very far,Primary School,37282,1
26235,Friday,Spring,18,MISSION,NONE,-122.41965834371,37.7642205603745,9,PS,far,Primary School,37485,1
9969,Thursday,Spring,3,TENDERLOIN,"ARREST, BOOKED",-122.412784096509,37.7848656939297,6,CDC,close,Pre-School,14351,0
29698,Friday,Winter,20,TENDERLOIN,"ARREST, BOOKED",-122.413069926397,37.7820204255866,6,PS,very close,High School,42393,1
19497,Thursday,Fall,12,PARK,"ARREST, BOOKED",-122.461088893027,37.7661593139679,5,CDC,very far,Pre-School,27988,0
25274,Saturday,Summer,23,BAYVIEW,"ARREST, BOOKED",-122.394820593541,37.7659016973539,10,IND,close,Primary School,36114,2
22962,Friday,Summer,16,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,32847,1
15806,Friday,Fall,18,MISSION,"ARREST, BOOKED",-122.413388483267,37.7695006538677,6,IND,very far,Primary School,22723,1
11527,Thursday,Summer,0,TARAVAL,"ARREST, BOOKED",-122.47822252450199,37.7485506736205,4,CDC,very close,Pre-School,16617,0
22249,Tuesday,Winter,11,TENDERLOIN,"ARREST, CITED",-122.412758759499,37.7850960963726,6,CDC,close,Pre-School,31865,1
28681,Saturday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.415357786653,37.7855449803674,6,CDC,far,Pre-School,40936,1
12430,Monday,Winter,17,NORTHERN,"ARREST, BOOKED",-122.419016755254,37.7865167265223,2,CDC,far,Pre-School,17938,1
4413,Thursday,Winter,8,SOUTHERN,"ARREST, BOOKED",-122.423155228838,37.770641894603706,6,CDC,close,Pre-School,6340,0
13467,Monday,Summer,20,NORTHERN,"ARREST, BOOKED",-122.41762232101001,37.78377623856839,6,CDC,far,Pre-School,19414,1
9626,Thursday,Fall,18,BAYVIEW,"ARREST, BOOKED",-122.39313102239201,37.7362497231109,10,CC,close,College,13850,1
16588,Tuesday,Spring,8,TENDERLOIN,"ARREST, BOOKED",-122.414242955914,37.7837240254249,6,CDC,very close,Pre-School,23826,1
26560,Tuesday,Summer,17,SOUTHERN,NONE,-122.41710489556299,37.7743242867679,6,CDC,far,Pre-School,37933,2
17709,Thursday,Winter,17,TENDERLOIN,"ARREST, BOOKED",-122.41076876635,37.7832145189783,6,IND,close,Primary School,25429,1
23715,Saturday,Fall,6,PARK,"ARREST, BOOKED",-122.441543331544,37.7621597999525,8,IND,very far,Primary School,33908,2
6917,Saturday,Spring,16,NORTHERN,"ARREST, BOOKED",-122.41660769511499,37.7791387543353,6,CDC,far,Pre-School,9976,4
4014,Friday,Fall,17,SOUTHERN,"ARREST, CITED",-122.411071423064,37.7817511307229,6,PS,close,High School,5704,0
26991,Thursday,Summer,2,CENTRAL,"ARREST, BOOKED",-122.413174494396,37.786719015554,6,CDC,far,Pre-School,38532,2
19431,Thursday,Fall,15,BAYVIEW,NONE,-122.38480444106199,37.7266675090896,10,PS,very far,Primary School,27890,1
23840,Friday,Summer,7,PARK,"ARREST, BOOKED",-122.453512911126,37.7686969786551,5,IND,far,High School,34078,0
8253,Thursday,Summer,18,TARAVAL,"ARREST, BOOKED",-122.49497933634198,37.7422001134349,4,CDC,close,Pre-School,11918,1
19721,Wednesday,Summer,14,TENDERLOIN,"ARREST, BOOKED",-122.410689907787,37.7824948907735,6,IND,close,Primary School,28329,2
21975,Thursday,Fall,13,NORTHERN,"ARREST, BOOKED",-122.432914603494,37.7843533426568,5,CDC,very far,Pre-School,31491,1
28139,Thursday,Summer,19,TENDERLOIN,"ARREST, CITED",-122.412784096502,37.78486569395261,6,CDC,close,Pre-School,40159,1
19523,Monday,Winter,13,SOUTHERN,"ARREST, BOOKED",-122.399841045579,37.77563278642821,6,PS,far,High School,28023,1
17278,Thursday,Winter,0,MISSION,"ARREST, BOOKED",-122.426955631709,37.769247063207004,8,CDC,close,Pre-School,24829,2
29111,Monday,Summer,17,TENDERLOIN,"ARREST, BOOKED",-122.416349428183,37.7825569563078,6,CDC,far,Pre-School,41548,1
25548,Thursday,Winter,19,TENDERLOIN,"ARREST, BOOKED",-122.411965795229,37.78491418595621,6,CDC,very close,Pre-School,36490,1
27650,Saturday,Winter,12,SOUTHERN,"ARREST, BOOKED",-122.41029351969,37.7822305870036,6,IND,far,Primary School,39472,1
11337,Sunday,Spring,15,TENDERLOIN,"ARREST, BOOKED",-122.41445716230899,37.7851373814889,6,CDC,close,Pre-School,16348,1
16965,Wednesday,Fall,14,INGLESIDE,NONE,-122.44627577927,37.711559687615,11,PS,close,Primary School,24389,1
22729,Sunday,Fall,12,TENDERLOIN,"ARREST, BOOKED",-122.413237516676,37.78284302332129,6,IND,very close,Primary School,32528,4
19793,Sunday,Summer,0,BAYVIEW,NONE,-122.389865610332,37.73716994462029,10,CDC,very far,Pre-School,28438,0
17070,Friday,Summer,1,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,24537,4
10315,Friday,Spring,18,MISSION,"ARREST, BOOKED",-122.41947048851499,37.762270173991396,9,CDC,close,Pre-School,14866,1
3920,Sunday,Fall,5,BAYVIEW,"ARREST, BOOKED",-122.40316125140801,37.7615234591434,10,PS,very close,High School,5572,2
21771,Saturday,Fall,22,INGLESIDE,"ARREST, BOOKED",-122.436177137685,37.7142089386085,11,IND,very close,High School,31210,3
972,Friday,Spring,13,PARK,"ARREST, BOOKED",-122.446933310975,37.77000619883579,5,IND,close,High School,1362,0
1348,Friday,Summer,19,NORTHERN,"ARREST, BOOKED",-122.42799115191099,37.78495312416121,5,CDC,far,Pre-School,1890,2
13926,Monday,Winter,11,TENDERLOIN,NONE,-122.415721688006,37.7830679886919,6,CDC,close,Pre-School,20059,1
12809,Thursday,Winter,20,SOUTHERN,"ARREST, BOOKED",-122.40901120663901,37.7811340568243,6,IND,very far,Pre-School,18485,2
1276,Tuesday,Summer,15,PARK,"ARREST, BOOKED",-122.45353456066002,37.76916629780521,5,IND,close,High School,1787,0
22321,Wednesday,Fall,14,MISSION,NONE,-122.40753833231899,37.7657827544276,10,IND,very far,Primary School,31965,1
23335,Thursday,Winter,15,BAYVIEW,"ARREST, CITED",-122.389038124217,37.732919999818,10,CDC,close,Pre-School,33396,0
8264,Wednesday,Winter,13,BAYVIEW,"ARREST, BOOKED",-122.452706340322,37.769215670589396,5,IND,close,High School,11931,0
4884,Wednesday,Summer,9,TENDERLOIN,NONE,-122.416893710739,37.7842860480389,6,CDC,far,Pre-School,7058,2
9222,Sunday,Winter,11,MISSION,"ARREST, BOOKED",-122.41965834371,37.7642205603745,9,PS,far,Primary School,13254,1
2987,Thursday,Spring,10,SOUTHERN,"ARREST, BOOKED",-122.413583483648,37.7770436202636,6,CDC,close,Pre-School,4227,0
25508,Saturday,Winter,22,SOUTHERN,"ARREST, BOOKED",-122.40901120663901,37.7811340568243,6,IND,very far,Pre-School,36428,0
29102,Tuesday,Spring,16,PARK,NONE,-122.45868018978202,37.748155469233204,7,CDC,close,Pre-School,41534,0
6475,Tuesday,Spring,17,TENDERLOIN,"ARREST, BOOKED",-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,9346,4
27362,Thursday,Summer,21,MISSION,"ARREST, BOOKED",-122.41607842391599,37.7620347866564,9,IND,very close,Primary School,39071,0
25749,Monday,Summer,16,TENDERLOIN,"ARREST, BOOKED",-122.413609328985,37.784696907904,6,CDC,very close,Pre-School,36794,4
26227,Wednesday,Fall,19,BAYVIEW,NONE,-122.38369150395901,37.7431890419965,10,CC,close,College,37474,0
1614,Tuesday,Fall,14,TENDERLOIN,"ARREST, BOOKED",-122.415127837608,37.7797870676495,6,CC,very close,College,2256,0
20169,Thursday,Winter,16,INGLESIDE,"ARREST, BOOKED",-122.456499413125,37.7246946719388,7,CDC,very far,Pre-School,28996,0
17970,Tuesday,Summer,14,TENDERLOIN,"ARREST, BOOKED",-122.41431222924,37.77983391835871,6,CC,very close,College,25811,1
16699,Friday,Winter,22,MISSION,"ARREST, BOOKED",-122.41848629658199,37.763495437318895,9,IND,far,Primary School,24005,1
22071,Tuesday,Spring,13,MISSION,NONE,-122.41965834371,37.7642205603745,9,PS,far,Primary School,31625,1
907,Tuesday,Spring,12,TENDERLOIN,"ARREST, BOOKED",-122.41531796699199,37.7807179285998,6,CC,close,College,1260,1
9434,Saturday,Winter,11,TENDERLOIN,"ARREST, BOOKED",-122.414056291891,37.7827931071006,6,CDC,very close,Pre-School,13581,4
24905,Tuesday,Winter,17,SOUTHERN,"ARREST, BOOKED",-122.408595110869,37.7837069301545,6,IND,very far,Primary School,35603,0
14965,Sunday,Winter,14,TENDERLOIN,"ARREST, BOOKED",-122.413069926397,37.7820204255866,6,PS,very close,High School,21504,1
9069,Sunday,Summer,15,MISSION,"ARREST, BOOKED",-122.41860030588998,37.7546255872838,9,CC,close,College,13046,1
21273,Tuesday,Fall,15,SOUTHERN,"ARREST, BOOKED",-122.40856003729601,37.7825859895625,6,IND,very far,Primary School,30529,4
